Episode,Avg length,Total prey reward,Avg prey reward,Total predator reward,Avg predator reward
1000,51,-0.3909994062868671,-0.0186434316628955,0.0,0.0
2000,51,-0.2359454313660185,-0.015770143943676,0.0,0.0
3000,51,1.2868264268926803,0.0094606424972886,0.0,0.0
4000,52,3.121174559981644,0.0430056699457312,0.0,0.0
5000,52,3.84580103564736,0.0542469707655146,0.0,0.0
6000,52,3.834612429997765,0.0537871932637559,0.0,0.0
7000,52,4.038384139364248,0.0575513066834337,0.0,0.0
8000,52,3.283218711886675,0.0440455471346062,0.0,0.0
9000,52,3.180843372571704,0.0440990225702548,0.0,0.0
10000,52,3.1542224555716083,0.0431541742372029,0.0,0.0
11000,52,3.964857457695389,0.0568912101733228,0.0,0.0
12000,52,4.011341115566584,0.0587467135022846,0.0,0.0
13000,52,4.993612942406751,0.0748138627369432,0.0,0.0
14000,52,4.670577912361124,0.0688155497194331,0.0,0.0
15000,52,5.401824591421653,0.0787983300963301,0.0,0.0
16000,52,5.632112124180432,0.0795567966078106,0.0,0.0
17000,52,6.009624213046164,0.0886000501122782,0.0,0.0
18000,52,5.523741821594308,0.0774395219636208,0.0,0.0
19000,53,8.007153484952447,0.117787353544399,0.0,0.0
20000,53,9.432138595851166,0.1398808782851184,0.0,0.0
21000,54,10.249222451400517,0.1512757370026903,0.0,0.0
22000,54,9.90295520060006,0.1442325533131806,0.0,0.0
23000,54,10.431660753483705,0.15930558419049906,0.0,0.0
24000,53,8.846055275048297,0.13317824109806417,0.0,0.0
25000,53,8.756355915146083,0.13298517405663726,0.0,0.0
26000,54,9.086215650573203,0.13874017717300124,0.0,0.0
27000,54,9.164912263420268,0.13928030145530956,0.0,0.0
28000,54,9.24110988956005,0.14282257732144715,0.0,0.0
29000,53,8.057887261474338,0.12249219268211177,0.0,0.0
30000,54,9.732862054719444,0.14750424379705987,0.0,0.0
31000,54,9.51789106926357,0.1443708346653016,0.0,0.0
32000,54,10.237237135160168,0.1541245007909084,0.0,0.0
33000,54,10.296171433966808,0.15653625340798158,0.0,0.0
34000,54,11.335829977641904,0.17260667919835407,0.0,0.0
35000,54,11.047498148531895,0.1654439307721363,0.0,0.0
36000,55,12.958376065167212,0.19772189339946256,0.0,0.0
37000,55,12.4753157866901,0.18698805882031236,0.0,0.0
38000,56,15.235154056474128,0.2267201447729011,0.0,0.0
39000,56,16.590062362014493,0.2437723320849625,0.0,0.0
40000,56,15.47642850225968,0.22441526031833003,0.0,0.0
41000,56,17.81698258522095,0.2574917931192131,0.0,0.0
42000,57,18.90133897445865,0.2682730602450602,0.0,0.0
43000,56,18.194973766442534,0.26004950041635044,0.0,0.0
44000,57,20.33974172473126,0.28659199130688917,0.0,0.0
45000,57,20.856830986256615,0.2924462588443698,0.0,0.0
46000,59,26.105881371797295,0.3544167271048672,0.0,0.0
47000,57,21.248718645797783,0.29011937790558195,0.0,0.0
48000,59,25.919181461001155,0.34118931540686104,0.0,0.0
49000,60,29.9845823108522,0.3951555439185121,0.0,0.0
50000,61,31.825960544731316,0.41505502903132585,0.0,0.0
51000,60,29.45278009908479,0.39288696049122956,0.0,0.0
52000,58,24.16727275381132,0.3254630083680897,0.0,0.0
53000,60,30.69073062982343,0.4116660646789947,0.0,0.0
54000,61,32.323683665057885,0.41708167497913456,0.0,0.0
55000,61,34.490231680406836,0.45297102914072573,0.0,0.0
56000,60,30.72168326977032,0.39717720808210305,0.0,0.0
57000,61,33.61490937840112,0.4522794957219262,0.0,0.0
58000,61,33.48006614302452,0.4436934375784538,0.0,0.0
59000,61,32.21648285737311,0.433001172643152,0.0,0.0
60000,64,42.12178216620405,0.5704249064892218,0.0,0.0
61000,66,49.271694464784375,0.648097283204233,0.0,0.0
62000,67,51.74080988168611,0.6833866421876251,0.0,0.0
63000,71,64.51089370581687,0.8221900259134098,0.0,0.0
64000,74,70.97325157308717,0.884328206325223,0.0,0.0
65000,77,81.58593947731828,0.9969259267085833,0.0,0.0
66000,79,87.45547299387071,1.0552710184674992,0.0,0.0
67000,82,94.47296271422077,1.109237162174168,0.0,0.0
68000,84,101.53569351234854,1.1621391365518705,0.0,0.0
69000,85,103.96740890085582,1.1759063144129263,0.0,0.0
70000,88,113.37358506626255,1.2435046860919958,0.0,0.0
71000,92,124.11632047067573,1.3134914391600336,0.0,0.0
72000,95,132.22701560771105,1.361533336944991,0.0,0.0
73000,97,137.791279569751,1.3907249025934039,0.0,0.0
74000,99,145.05289925724853,1.4261814506760917,0.0,0.0
75000,102,151.82576290233268,1.4598075414364295,0.0,0.0
76000,105,160.40410525702382,1.502186434122615,0.0,0.0
77000,107,165.32980073106305,1.5164954688191907,0.0,0.0
