Episode          Prey Reward      Predator Reward         Total Reward
9286                   82                 1103                 1185
9287                 1177                  903                 2080
9288                   23                  602                  625
9289                 1394                  903                 2297
9290                   26                  502                  528
9291                 1089                 1203                 2292
9292                 1231                  711                 1942
9293                  431                  502                  933
9294                 2765                  632                 3397
9295                   26                  502                  528
9296                   10                  702                  712
9297                 1154                  903                 2057
9298                 1328                  608                 1936
9299                  937                  502                 1439
9300                  924                 1004                 1928
9301                  525                  502                 1027
9302                  709                  703                 1412
9303                   45                  602                  647
9304                  435                  502                  937
9305                   12                  602                  614
9306                 1743                  813                 2556
9307                   19                  502                  521
9308                   30                  702                  732
9309                 3071                 1736                 4807
9310                   27                  602                  629
9311                   20                  802                  822
9312                   15                  502                  517
9313                 1533                  611                 2144
9314                   21                  702                  723
9315                 3274                  537                 3811
9316                 7703                 6140                13843
9317                   20                  502                  522
9318                 1064                  703                 1767
9319                   14                  702                  716
9320                   44                  402                  446
9321                 1853                  621                 2474
9322                  902                  803                 1705
9323                 2956                   21                 2977
9324                   16                  702                  718
9325                  734                  902                 1636
9326                  699                  903                 1602
9327                   22                  802                  824
9328                 1089                  503                 1592
9329                   12                  502                  514
9330                 1468                  933                 2401
9331                 1050                  702                 1752
9332                  442                  502                  944
9333                 1807                  603                 2410
9334                  330                  502                  832
9335                  763                  503                 1266
9336                  738                  902                 1640
9337                   31                  402                  433
9338                 2835                  611                 3446
9339                  902                  503                 1405
9340                 1039                    2                 1041
9341                  441                  702                 1143
9342                 1060                 1128                 2188
9343                   38                  602                  640
9344                 4156                 2502                 6658
9345                   38                  602                  640
9346                   38                  802                  840
9347                 1486                  503                 1989
9348                   35                  702                  737
9349                  783                  503                 1286
9350                  431                  702                 1133
9351                   10                  602                  612
9352                  423                  502                  925
9353                  116                  903                 1019
9354                 2778                  839                 3617
9355                 4992                 4831                 9823
9356                   24                  702                  726
9357                  536                  502                 1038
9358                  968                  703                 1671
9359                   13                  602                  615
9360                  430                  502                  932
9361                  625                    2                  627
9362                  544                  802                 1346
9363                  337                  502                  839
9364                   37                  502                  539
9365                 1721                  703                 2424
9366                  422                    2                  424
9367                 2288                  603                 2891
9368                   45                  502                  547
9369                   67                  803                  870
9370                  775                  503                 1278
9371                   17                  702                  719
9372                   31                  402                  433
9373                   17                  602                  619
9374                  781                  503                 1284
9375                 1279                  703                 1982
9376                   15                  502                  517
9377                   49                  302                  351
9378                 1210                  503                 1713
9379                 1838                  911                 2749
9380                  891                  803                 1694
9381                  959                  503                 1462
9382                  817                  803                 1620
9383                 2124                  504                 2628
9384                   25                  602                  627
9385                  461                  503                  964
9386                   58                 1103                 1161
9387                 1390                  803                 2193
9388                   55                  502                  557
9389                   17                  702                  719
9390                  740                  902                 1642
9391                   55                  402                  457
9392                   19                  602                  621
9393                   62                  903                  965
9394                  970                  503                 1473
9395                   53                  502                  555
9396                   95                  903                  998
9397                  559                  503                 1062
9398                   17                  702                  719
9399                   78                  703                  781
9400                   33                  602                  635
9401                  886                  503                 1389
9402                 1412                  603                 2015
9403                  853                  502                 1355
9404                   14                  702                  716
9405                  741                  902                 1643
9406                 2030                  409                 2439
9407                   11                  502                  513
9408                 2356                 1022                 3378
9409                 1375                 1639                 3014
9410                  627                    2                  629
9411                  526                  802                 1328
9412                   13                  502                  515
9413                  128                 1306                 1434
9414                   24                  502                  526
9415                   30                  702                  732
9416                 1201                  903                 2104
9417                   19                  602                  621
9418                 1940                 1313                 3253
9419                   43                  702                  745
9420                  530                  502                 1032
9421                  432                  702                 1134
9422                   55                  602                  657
9423                  448                  502                  950
9424                 4839                 1589                 6428
9425                 1469                  403                 1872
9426                 1482                  503                 1985
9427                   93                  903                  996
9428                  906                  503                 1409
9429                   10                  702                  712
9430                   72                  803                  875
9431                   56                 1103                 1159
9432                  451                  502                  953
9433                 1516                  603                 2119
9434                 5413                 4455                 9868
9435                   63                 1003                 1066
9436                  527                  502                 1029
9437                  427                  702                 1129
9438                   35                  602                  637
9439                  951                    2                  953
9440                   39                  602                  641
9441                  536                  802                 1338
9442                  885                  503                 1388
9443                  725                    2                  727
9444                 1847                 1318                 3165
9445                   57                 1303                 1360
9446                  962                  503                 1465
9447                   12                  502                  514
9448                   52                  702                  754
9449                   17                  502                  519
9450                   47                  502                  549
9451                 1162                    3                 1165
9452                  236                  402                  638
9453                   12                  502                  514
9454                   46                  402                  448
9455                   25                  602                  627
9456                 1503                    3                 1506
9457                 1106                  503                 1609
9458                   23                  702                  725
9459                   25                  902                  927
9460                  233                  502                  735
9461                   42                  402                  444
9462                   36                  602                  638
9463                 2024                  804                 2828
9464                 1079                  703                 1782
9465                   10                  702                  712
9466                   21                  402                  423
9467                   34                  602                  636
9468                  449                  502                  951
9469                   14                  602                  616
9470                 1726                  806                 2532
9471                   43                  502                  545
9472                   68                 1103                 1171
9473                 1759                 1027                 2786
9474                 2556                 1122                 3678
9475                   22                  702                  724
9476                   15                  502                  517
9477                 1665                    3                 1668
9478                 1642                  913                 2555
9479                 1358                    3                 1361
9480                  832                    2                  834
9481                 3757                   27                 3784
9482                   50                  602                  652
9483                 1643                 1313                 2956
9484                   67                  703                  770
9485                   20                  702                  722
9486                 2868                 1132                 4000
9487                   72                 1003                 1075
9488                 5600                 3440                 9040
9489                 1075                    3                 1078
9490                 1482                  803                 2285
9491                 2440                  513                 2953
9492                  446                  702                 1148
9493                 1193                  603                 1796
9494                   11                  602                  613
9495                   16                  802                  818
9496                  858                  503                 1361
9497                   20                  502                  522
9498                   51                  702                  753
9499                   15                  902                  917
9500                  239                  502                  741
9501                 3220                 1167                 4387
9502                   67                 1103                 1170
9503                  541                  502                 1043
9504                  436                  702                 1138
9505                   24                  602                  626
9506                 1598                  503                 2101
9507                   13                  802                  815
9508                  663                    3                  666
9509                  322                  502                  824
9510                   62                  703                  765
9511                   35                  702                  737
9512                 2408                    3                 2411
9513                  148                 4617                 4765
9514                 4122                 1577                 5699
9515                  692                  703                 1395
9516                   10                  602                  612
9517                 2467                 1331                 3798
9518                   14                  502                  516
9519                   20                  702                  722
9520                   12                  902                  914
9521                 1638                  513                 2151
9522                 1896                  403                 2299
9523                   25                  502                  527
9524                   33                  702                  735
9525                 2759                  525                 3284
9526                  969                  503                 1472
9527                   40                  602                  642
9528                  555                  803                 1358
9529                   15                  502                  517
9530                 5120                 4360                 9480
9531                  523                  502                 1025
9532                 2007                  703                 2710
9533                   17                  602                  619
9534                   12                  802                  814
9535                 1523                 2078                 3601
9536                   46                  702                  748
9537                  731                  902                 1633
9538                   16                  402                  418
9539                   88                  803                  891
9540                 1541                 1113                 2654
9541                   95                  903                  998
9542                   13                  702                  715
9543                 4580                 1624                 6204
9544                  524                  802                 1326
9545                  337                  502                  839
9546                 3003                 1165                 4168
9547                  866                  603                 1469
9548                  963                  503                 1466
9549                   22                  502                  524
9550                   17                  702                  719
9551                 1053                    2                 1055
9552                  422                  702                 1124
9553                   15                  602                  617
9554                 1074                  503                 1577
9555                 1330                    2                 1332
9556                  364                  503                  867
9557                   62                 1003                 1065
9558                   42                  702                  744
9559                  741                  902                 1643
9560                   86                  503                  589
9561                  932                  808                 1740
9562                   17                  502                  519
9563                  687                  603                 1290
9564                   12                  502                  514
9565                  736                    2                  738
9566                 2103                  503                 2606
9567                   13                  602                  615
9568                 1735                  511                 2246
9569                  534                  802                 1336
9570                  355                  503                  858
9571                 1028                  504                 1532
9572                  737                  902                 1639
9573                   23                  402                  425
9574                   19                  602                  621
9575                   84                 1103                 1187
9576                 1475                  503                 1978
9577                   61                 1103                 1164
9578                  529                  502                 1031
9579                  431                  702                 1133
9580                 1158                    3                 1161
9581                  428                  502                  930
9582                   27                  602                  629
9583                  523                  802                 1325
9584                 3210                  503                 3713
9585                 2527                 1582                 4109
9586                   23                  502                  525
9587                   26                  702                  728
9588                 1006                  503                 1509
9589                 2564                 1330                 3894
9590                 2058                 1522                 3580
9591                  753                  902                 1655
9592                   16                  402                  418
9593                   76                  803                  879
9594                 1828                  808                 2636
9595                   11                  502                  513
9596                   65                 1103                 1168
9597                 5612                 3448                 9060
9598                 1195                  903                 2098
9599                   27                  402                  429
9600                   32                  602                  634
9601                 2576                 1540                 4116
9602                  534                  502                 1036
9603                  569                  703                 1272
9604                  621                    2                  623
9605                  446                  502                  948
9606                   15                  602                  617
9607                 2296                 1859                 4155
9608                 1755                 1023                 2778
9609                 1795                 1556                 3351
9610                 2179                  503                 2682
9611                  776                  503                 1279
9612                   10                  702                  712
9613                 1027                  404                 1431
9614                  443                  502                  945
9615                   45                  602                  647
9616                 1356                  803                 2159
9617                  555                    3                  558
9618                  734                    2                  736
9619                 1181                  903                 2084
9620                 2373                  436                 2809
9621                   12                  502                  514
9622                   19                  602                  621
9623                   60                  603                  663
9624                 1971                  834                 2805
9625                  422                  702                 1124
9626                  976                  603                 1579
9627                   14                  602                  616
9628                  521                  802                 1323
9629                  332                  502                  834
9630                 2552                 1021                 3573
9631                   98                  603                  701
9632                  883                  603                 1486
9633                  627                  502                 1129
9634                   80                  603                  683
9635                   46                  502                  548
9636                   41                  702                  743
9637                  981                  503                 1484
9638                  422                  702                 1124
9639                 3348                  718                 4066
9640                  353                  502                  855
9641                  547                    2                  549
9642                   28                  702                  730
9643                  782                  903                 1685
9644                 9379                 5419                14798
9645                 2644                  515                 3159
9646                   15                  402                  417
9647                   40                  602                  642
9648                10175                 5619                15794
9649                   46                  402                  448
9650                 1482                    3                 1485
9651                 1402                  503                 1905
9652                  769                 1003                 1772
9653                  529                  502                 1031
9654                  429                  702                 1131
9655                   93                  703                  796
9656                 1345                  514                 1859
9657                 4372                 2616                 6988
9658                  864                  603                 1467
9659                 1745                  516                 2261
9660                   23                  702                  725
9661                 1038                    2                 1040
9662                  465                  703                 1168
9663                   90                  903                  993
9664                  456                  503                  959
9665                   33                  602                  635
9666                 2602                    3                 2605
9667                 1337                 3291                 4628
9668                  889                  603                 1492
9669                  971                  503                 1474
9670                   31                  502                  533
9671                   16                  702                  718
9672                 2139                  511                 2650
9673                   11                  602                  613
9674                  428                  502                  930
9675                   37                  602                  639
9676                  530                  802                 1332
9677                 2129                  508                 2637
9678                  915                  903                 1818
9679                   10                  402                  412
9680                   61                  803                  864
9681                  819                    2                  821
9682                  962                  503                 1465
9683                   10                  502                  512
9684                   64                 1003                 1067
9685                 2271                  503                 2774
9686                  449                  502                  951
9687                   36                  602                  638
9688                 1363                  803                 2166
9689                   13                  502                  515
9690                 2085                  703                 2788
9691                   19                  602                  621
9692                 2426                  806                 3232
9693                 1888                 2356                 4244
9694                  935                    2                  937
9695                   22                  602                  624
9696                  563                  803                 1366
9697                  334                  502                  836
9698                 4737                 3575                 8312
9699                   26                  502                  528
9700                   30                  702                  732
9701                  534                  502                 1036
9702                 2659                  727                 3386
9703                   33                  602                  635
9704                  529                  802                 1331
9705                  331                  502                  833
9706                   33                  502                  535
9707                 1655                  703                 2358
9708                  683                    3                  686
9709                   16                  602                  618
9710                   17                  802                  819
9711                 1823                  504                 2327
9712                  101                 1103                 1204
9713                 2339                  513                 2852
9714                  652                    2                  654
9715                 1321                  503                 1824
9716                 1747                  817                 2564
9717                  744                  502                 1246
9718                  736                  902                 1638
9719                   48                  402                  450
9720                   35                  602                  637
9721                   72                 1203                 1275
9722                   11                  502                  513
9723                 3418                 2272                 5690
9724                 1362                 1229                 2591
9725                 1949                  821                 2770
9726                   36                  702                  738
9727                 1643                    2                 1645
9728                 1828                  406                 2234
9729                  958                  503                 1461
9730                   17                  502                  519
9731                  733                    2                  735
9732                  967                  503                 1470
9733                 2689                    3                 2692
9734                 3272                  636                 3908
9735                   11                  702                  713
9736                  732                  902                 1634
9737                   49                  402                  451
9738                 2892                 1059                 3951
9739                 4443                 2294                 6737
9740                  321                  502                  823
9741                   26                  502                  528
9742                 1686                  703                 2389
9743                 2227                    6                 2233
9744                  936                  502                 1438
9745                  741                  502                 1243
9746                  550                  502                 1052
9747                 2050                 1119                 3169
9748                   36                  602                  638
9749                  528                  802                 1330
9750                 3744                  513                 4257
9751                   48                  402                  450
9752                  761                    3                  764
9753                   34                  802                  836
9754                 1199                  503                 1702
9755                   28                  502                  530
9756                   19                  702                  721
9757                   17                  502                  519
9758                 1535                  511                 2046
9759                  966                  603                 1569
9760                  104                 1003                 1107
9761                 4566                 2313                 6879
9762                 1152                 4099                 5251
9763                  547                  502                 1049
9764                 2441                  713                 3154
9765                   51                  602                  653
9766                 3131                  808                 3939
9767                  769                  903                 1672
9768                 1474                  403                 1877
9769                 1638                  511                 2149
9770                   43                  502                  545
9771                   93                  903                  996
9772                  895                  503                 1398
9773                  426                  702                 1128
9774                   40                  602                  642
9775                  876                  503                 1379
9776                   44                  602                  646
9777                 1960                 1325                 3285
9778                   12                  702                  714
9779                 1942                  914                 2856
9780                 2547                 1217                 3764
9781                  532                  502                 1034
9782                   18                  702                  720
9783                   69                  703                  772
9784                   24                  602                  626
9785                  455                  503                  958
9786                   28                  602                  630
9787                  540                  802                 1342
9788                   10                  502                  512
9789                   63                  703                  766
9790                   39                  502                  541
9791                 4309                 2765                 7074
9792                  933                  502                 1435
9793                  532                    2                  534
9794                   15                  702                  717
9795                  555                  503                 1058
9796                 4097                 2535                 6632
9797                   19                  502                  521
9798                   25                  702                  727
9799                  734                  902                 1636
9800                   12                  402                  414
9801                   15                  602                  617
9802                   17                  802                  819
9803                  961                  503                 1464
9804                   11                  502                  513
9805                   31                  702                  733
9806                  543                  502                 1045
9807                 1054                  702                 1756
9808                  437                  502                  939
9809                   40                  602                  642
9810                 1069                  803                 1872
9811                  885                  503                 1388
9812                 2729                  706                 3435
9813                   21                  802                  823
9814                  932                  502                 1434
9815                  755                  503                 1258
9816                  524                  502                 1026
9817                  592                  703                 1295
9818                   42                  602                  644
9819                  429                  502                  931
9820                   39                  602                  641
9821                  780                  803                 1583
9822                  355                  503                  858
9823                   20                  502                  522
9824                  826                  304                 1130
9825                  916                    2                  918
9826                 1128                  504                 1632
9827                 2315                  603                 2918
9828                   27                  502                  529
9829                 3473                 1536                 5009
9830                  133                 2509                 2642
9831                  533                  802                 1335
9832                  324                  502                  826
9833                   40                  502                  542
9834                   54                  702                  756
9835                   10                  902                  912
9836                  229                  502                  731
9837                  700                    3                  703
9838                  895                  603                 1498
9839                 2549                  521                 3070
9840                 1494                    3                 1497
9841                   11                  702                  713
9842                   14                  402                  416
9843                 4142                 3279                 7421
9844                 2514                 1767                 4281
9845                   10                  502                  512
9846                  348                  602                  950
9847                   23                  502                  525
9848                  129                 1906                 2035
9849                 1714                  503                 2217
9850                   18                  602                  620
9851                  773                  503                 1276
9852                 1422                 1004                 2426
9853                  870                  503                 1373
9854                   17                  502                  519
9855                   86                  803                  889
9856                 2854                  921                 3775
9857                  952                  502                 1454
9858                 1232                  810                 2042
9859                 1684                  503                 2187
9860                  981                  603                 1584
9861                 1399                 1103                 2502
9862                  344                  502                  846
9863                   69                  603                  672
9864                   52                  702                  754
9865                 1491                 1860                 3351
9866                   35                  802                  837
9867                  622                  502                 1124
9868                   20                  302                  322
9869                 1174                  503                 1677
9870                   14                  502                  516
9871                   25                  502                  527
9872                 2544                  714                 3258
9873                  623                    2                  625
9874                   11                  802                  813
9875                 1011                  503                 1514
9876                 2429                  507                 2936
9877                  442                 1813                 2255
9878                   89                 1103                 1192
9879                  636                  502                 1138
9880                   21                  302                  323
9881                  780                  503                 1283
9882                 2360                  928                 3288
9883                   12                  502                  514
9884                   10                  402                  412
9885                 2237                  611                 2848
9886                 1602                  203                 1805
9887                  921                  904                 1825
9888                   10                  402                  412
9889                 2131                 1008                 3139
9890                   93                  803                  896
9891                   17                  702                  719
9892                 2329                  508                 2837
9893                  428                  502                  930
9894                 3246                 1497                 4743
9895                 1774                 1437                 3211
9896                   26                  402                  428
9897                   12                  602                  614
9898                 3046                 2494                 5540
9899                  779                  703                 1482
9900                  984                 1003                 1987
9901                 1537                 1112                 2649
9902                   15                  502                  517
9903                   16                  302                  318
9904                   14                  502                  516
9905                 1179                 2441                 3620
9906                   48                  602                  650
9907                 3596                  761                 4357
9908                   38                  702                  740
9909                  532                  502                 1034
9910                  431                  702                 1133
9911                 1067                    3                 1070
9912                  423                  502                  925
9913                 2958                  926                 3884
9914                   21                  702                  723
9915                  931                  908                 1839
9916                   94                  603                  697
9917                   68                  903                  971
9918                 3703                 1363                 5066
9919                 1593                  703                 2296
9920                  622                  504                 1126
9921                   26                  602                  628
9922                  526                  802                 1328
9923                 1101                    3                 1104
9924                  867                    3                  870
9925                   60                 1103                 1163
9926                 1198                  903                 2101
9927                  901                 1103                 2004
9928                  933                  502                 1435
9929                  130                 1507                 1637
9930                   54                  702                  756
9931                  522                  502                 1024
9932                   11                  702                  713
9933                 6001                 9237                15238
9934                 1055                  703                 1758
9935                   17                  702                  719
9936                 1717                    3                 1720
9937                 1337                  512                 1849
9938                 1718                  803                 2521
9939                  768                  503                 1271
9940                  747                  902                 1649
9941                 1299                 1763                 3062
9942                  954                  502                 1456
9943                 4116                 1468                 5584
9944                   56                 1003                 1059
9945                 3748                 2299                 6047
9946                   12                  402                  414
9947                 2668                 1833                 4501
