Episode          Prey Reward      Predator Reward         Total Reward
1373                 2585                 1654                 4239
1374                   16                  702                  718
1375                 1835                  912                 2747
1376                 1468                  803                 2271
1377                   20                  502                  522
1378                  134                 2411                 2545
1379                  545                  502                 1047
1380                  931                  202                 1133
1381                   69                 1003                 1072
1382                  421                  502                  923
1383                   27                  602                  629
1384                  558                  803                 1361
1385                 3685                  546                 4231
1386                   27                  302                  329
1387                   38                  502                  540
1388                   69                  803                  872
1389                   18                  902                  920
1390                 3601                 4536                 8137
1391                 2865                  530                 3395
1392                  521                  502                 1023
1393                  706                  703                 1409
1394                  100                  903                 1003
1395                  427                  502                  929
1396                 2440                   13                 2453
1397                 3764                  529                 4293
1398                   22                  402                  424
1399                   17                  602                  619
1400                 7888                 5726                13614
1401                  879                  503                 1382
1402                   14                  702                  716
1403                 1504                    3                 1507
1404                 1073                  503                 1576
1405                 2746                  518                 3264
1406                   55                  702                  757
1407                 1345                  918                 2263
1408                 4515                 1666                 6181
1409                   52                  702                  754
1410                  552                  502                 1054
1411                 1057                  703                 1760
1412                 2466                  829                 3295
1413                  322                  502                  824
1414                   70                  903                  973
1415                   60                 1203                 1263
1416                  753                  902                 1655
1417                 2394                 1656                 4050
1418                   31                  502                  533
1419                   96                 1103                 1199
1420                  557                  503                 1060
1421                  432                  702                 1134
1422                   13                  602                  615
1423                  428                  502                  930
1424                 3337                 1689                 5026
1425                  749                  902                 1651
1426                   32                  402                  434
1427                   77                  903                  980
1428                 2703                 1964                 4667
1429                 2547                  518                 3065
1430                  772                  503                 1275
1431                   82                 1003                 1085
1432                  528                  802                 1330
1433                 1531                  508                 2039
1434                  128                 1606                 1734
1435                  763                  903                 1666
1436                   52                  402                  454
1437                   16                  602                  618
1438                  134                 3011                 3145
1439                 1378                  503                 1881
1440                  793                 1003                 1796
1441                  550                  502                 1052
1442                  425                  702                 1127
1443                   51                  602                  653
1444                  432                  502                  934
1445                 2119                  703                 2822
1446                   55                  502                  557
1447                   52                  702                  754
1448                 1674                    3                 1677
1449                   11                  402                  413
1450                   22                  602                  624
1451                 1541                  913                 2454
1452                   32                  502                  534
1453                   36                  702                  738
1454                 1930                  508                 2438
1455                   60                  903                  963
1456                  420                  502                  922
1457                   33                  602                  635
1458                 1825                    4                 1829
1459                  867                  503                 1370
1460                   36                  502                  538
1461                  101                  803                  904
1462                   18                  902                  920
1463                 1559                  827                 2386
1464                   33                  802                  835
1465                 1395                  503                 1898
1466                   14                  502                  516
1467                 1771                 1834                 3605
1468                  514                  202                  716
1469                   20                  402                  422
1470                   25                  602                  627
1471                  434                  502                  936
1472                 1417                  803                 2220
1473                 1190                  503                 1693
1474                   45                  702                  747
1475                 1803                  903                 2706
1476                   34                  802                  836
1477                 4959                 1707                 6666
1478                 4215                  367                 4582
1479                  811                  803                 1614
1480                 2665                 1330                 3995
1481                   11                  502                  513
1482                  355                  602                  957
1483                   18                  502                  520
1484                   22                  702                  724
1485                 2830                  508                 3338
1486                 2570                  535                 3105
1487                  603                  503                 1106
1488                   10                  502                  512
1489                   59                 1003                 1062
1490                 1231                  908                 2139
1491                  836                  911                 1747
1492                 3606                 4545                 8151
1493                  983                 1103                 2086
1494                   62                  703                  765
1495                  567                  803                 1370
1496                   13                  502                  515
1497                   77                  503                  580
1498                 3146                  515                 3661
1499                  961                 4626                 5587
1500                  948                  502                 1450
1501                 3794                 1759                 5553
1502                 1344                  602                 1946
1503                  324                  502                  826
1504                   49                  502                  551
1505                   57                  803                  860
1506                   13                  902                  915
1507                 1424                 2677                 4101
1508                  942                  502                 1444
1509                 1804                  503                 2307
1510                  423                  702                 1125
1511                  113                 1003                 1116
1512                 1579                  503                 2082
1513                 1891                  803                 2694
1514                 2157                  823                 2980
1515                   13                  602                  615
1516                  425                  402                  827
1517                  962                  503                 1465
1518                  125                 1104                 1229
1519                 1401                  703                 2104
1520                  434                  702                 1136
1521                   40                  602                  642
1522                 1041                  502                 1543
1523                  537                  802                 1339
1524                  352                  502                  854
1525                   73                  903                  976
1526                   30                  702                  732
1527                 2930                  307                 3237
1528                   10                  802                  812
1529                  937                  502                 1439
1530                   62                  603                  665
1531                 1331                  708                 2039
1532                 1397                  703                 2100
1533                  893                  503                 1396
1534                  613                    2                  615
1535                 1327                    2                 1329
1536                  321                  502                  823
1537                 3147                  718                 3865
1538                   63                  703                  766
1539                   58                 1003                 1061
1540                 1319                  503                 1822
1541                   41                  502                  543
1542                 1534                  711                 2245
1543                  439                  702                 1141
1544                 2915                 3855                 6770
1545                 1708                  703                 2411
1546                 1117                  403                 1520
1547                 1648                 1319                 2967
1548                   16                  502                  518
1549                 1327                  706                 2033
1550                  428                  702                 1130
1551                   61                  903                  964
1552                 1058                  503                 1561
1553                  560                  803                 1363
1554                  329                  502                  831
1555                 4370                  835                 5205
1556                  961                  503                 1464
1557                  748                  502                 1250
1558                  558                  503                 1061
1559                 1731                  708                 2439
1560                  459                  503                  962
1561                 1373                  603                 1976
1562                 1758                  922                 2680
1563                  775                 3838                 4613
1564                   97                  803                  900
1565                   25                  602                  627
1566                   42                  802                  844
1567                   14                  502                  516
1568                  345                  602                  947
1569                  742                  502                 1244
1570                  535                  502                 1037
1571                  440                  702                 1142
1572                   26                  602                  628
1573                  434                  502                  936
1574                 2201                  603                 2804
1575                 1241                    2                 1243
1576                  925                    2                  927
1577                  243                  502                  745
1578                 1198                  403                 1601
1579                   15                  802                  817
1580                 1172                  803                 1975
1581                 2580                 1041                 3621
1582                 3443                 2294                 5737
1583                  424                  502                  926
1584                 2845                  614                 3459
1585                   83                  703                  786
1586                  142                 3513                 3655
1587                 6900                 4239                11139
1588                 3890                  556                 4446
1589                   25                  402                  427
1590                   11                  602                  613
1591                   15                  802                  817
1592                 1718                  503                 2221
1593                 3578                  340                 3918
1594                  447                  502                  949
1595                 1432                 1011                 2443
1596                  338                  502                  840
1597                  943                 1013                 1956
1598                   15                  902                  917
1599                  247                  502                  749
1600                   90                  603                  693
1601                   35                  602                  637
1602                   22                  802                  824
1603                  949                  502                 1451
1604                   87                  803                  890
1605                 2167                  703                 2870
1606                   21                  602                  623
1607                 1489                  503                 1992
1608                  523                  802                 1325
1609                   16                  502                  518
1610                   17                  302                  319
1611                   24                  502                  526
1612                 1695                 1203                 2898
1613                   18                  402                  420
1614                   72                  703                  775
1615                 1230                 1308                 2538
1616                   25                  502                  527
1617                 2138                   11                 2149
1618                  455                  703                 1158
1619                 1431                  611                 2042
1620                   38                  602                  640
1621                 5429                 2870                 8299
1622                  932                  502                 1434
1623                   43                  502                  545
1624                 2256                 1122                 3378
1625                 6035                 1789                 7824
1626                   20                  302                  322
1627                  996                  503                 1499
1628                  769                  903                 1672
1629                  428                    2                  430
1630                   90                  903                  993
1631                   69                 1203                 1272
1632                 2030                  506                 2536
1633                   22                  702                  724
1634                  670                  503                 1173
1635                   17                  702                  719
1636                   36                  402                  438
1637                   36                  602                  638
1638                 1347                 1014                 2361
1639                   13                  802                  815
1640                 4444                 3282                 7726
1641                 3080                  945                 4025
1642                  428                  702                 1130
1643                   30                  602                  632
1644                  426                  502                  928
1645                 2312                    3                 2315
1646                  772                  503                 1275
1647                  916                 1003                 1919
1648                  773                  903                 1676
1649                   32                  402                  434
1650                   74                  803                  877
1651                   90                 1103                 1193
1652                 1467                  503                 1970
1653                   45                  702                  747
1654                  523                  502                 1025
1655                  447                  702                 1149
1656                   28                  602                  630
1657                 3000                 1763                 4763
1658                   59                 1203                 1262
1659                  755                  903                 1658
1660                  952                 1720                 2672
1661                 1185                  503                 1688
1662                   62                  803                  865
1663                   68                 1103                 1171
1664                  533                  502                 1035
1665                   14                  702                  716
1666                  652                  402                 1054
1667                 1730                  508                 2238
1668                  541                  802                 1343
1669                  518                    2                  520
1670                  133                 2611                 2744
1671                   61                  803                  864
1672                 1687                  703                 2390
1673                   24                  402                  426
1674                   20                  602                  622
1675                   55                  802                  857
1676                  944                  502                 1446
1677                   54                  502                  556
1678                 2645                  715                 3360
1679                   25                  602                  627
1680                 1074                  503                 1577
1681                 2145                 1118                 3263
1682                   33                  702                  735
1683                  740                  902                 1642
1684                   57                  503                  560
1685                 1078                  603                 1681
1686                 2847                  717                 3564
1687                   46                  502                  548
1688                   13                  702                  715
1689                  531                  502                 1033
1690                  439                  702                 1141
1691                  680                  903                 1583
1692                   31                  602                  633
1693                 1355                  803                 2158
1694                 2547                  815                 3362
1695                 1707                  903                 2610
1696                   10                  602                  612
1697                 1638                  811                 2449
1698                 1025                  504                 1529
1699                  562                  503                 1065
1700                 1069                  703                 1772
1701                  775                  503                 1278
1702                 6175                 6707                12882
1703                  779                 1003                 1782
1704                  527                  502                 1029
1705                  848                 1818                 2666
1706                  704                  503                 1207
1707                   74                  903                  977
1708                   13                  802                  815
1709                   23                  502                  525
1710                 1043                 1513                 2556
1711                   56                 1003                 1059
1712                 2078                  703                 2781
1713                  854                  602                 1456
1714                 4285                 1254                 5539
1715                 3166                  630                 3796
1716                   10                  802                  812
1717                   39                  502                  541
1718                  361                  503                  864
1719                   36                  502                  538
1720                   50                  702                  752
1721                 1211                  903                 2114
1722                   31                  602                  633
1723                   60                 1003                 1063
1724                  620                  502                 1122
1725                   72                  603                  675
1726                   95                  903                  998
1727                 1225                 1206                 2431
1728                 2256                  724                 2980
1729                  427                  202                  629
1730                  533                  802                 1335
1731                 1204                  503                 1707
1732                   65                 1103                 1168
1733                   14                  902                  916
1734                 3115                 2853                 5968
1735                   25                  502                  527
1736                   15                  702                  717
1737                 2350                  919                 3269
1738                 1080                  503                 1583
1739                 2896                 3663                 6559
1740                   13                  902                  915
1741                 2152                  721                 2873
1742                   16                  502                  518
1743                  330                  602                  932
1744                   58                  803                  861
1745                  987                  803                 1790
1746                  429                  702                 1131
1747                 3520                 2467                 5987
1748                  552                  802                 1354
1749                   10                  502                  512
1750                  832                  308                 1140
1751                  101                 1003                 1104
1752                  733                  902                 1635
1753                 4409                 4354                 8763
1754                  424                  502                  926
1755                 1733                  611                 2344
1756                  326                  502                  828
1757                   23                  502                  525
1758                   60                 1103                 1163
1759                  749                  902                 1651
1760                 1511                  403                 1914
1761                 1453                  502                 1955
1762                   43                  702                  745
1763                 1046                    2                 1048
1764                  460                  703                 1163
1765                  977                 1103                 2080
1766                   58                  703                  761
1767                 1342                    2                 1344
1768                  358                  503                  861
1769                   42                  502                  544
1770                 1733                 1211                 2944
1771                   95                  803                  898
1772                  894                 1103                 1997
1773                  622                  502                 1124
1774                 1422                  304                 1726
1775                  528                  502                 1030
1776                  425                  702                 1127
1777                 3909                 1065                 4974
1778                 4100                 2140                 6240
1779                 1965                    3                 1968
1780                   62                 1003                 1065
1781                 1041                    2                 1043
1782                  424                  702                 1126
1783                   43                  602                  645
1784                  427                  502                  929
1785                   65                 1003                 1068
1786                 1070                  803                 1873
1787                   10                  501                  511
1788                   24                  302                  326
1789                   77                  603                  680
1790                 3754                  721                 4475
1791                  945                  502                 1447
1792                  729                  502                 1231
1793                  526                  502                 1028
1794                  441                  702                 1143
1795                  616                    2                  618
1796                 1278                    3                 1281
1797                  118                 1003                 1121
1798                 2039                  813                 2852
1799                  109                  703                  812
1800                   14                  702                  716
1801                  781                  903                 1684
1802                 1429                    6                 1435
1803                 2024                  804                 2828
1804                   37                  702                  739
1805                 4797                 3136                 7933
1806                   23                  502                  525
1807                   46                  702                  748
1808                 2148                  918                 3066
1809                   81                 1203                 1284
1810                 6593                 4233                10826
1811                 3546                 1594                 5140
1812                  969                  503                 1472
1813                 1869                 1134                 3003
1814                  444                  702                 1146
1815                 1223                  604                 1827
1816                   10                  602                  612
1817                 2189                    3                 2192
1818                   13                  502                  515
1819                   51                  702                  753
1820                   10                  902                  912
1821                  568                  503                 1071
1822                 1101                  403                 1504
1823                  861                    3                  864
1824                  967                  503                 1470
1825                   21                  502                  523
1826                   10                  702                  712
1827                 1059                    3                 1062
1828                   11                  702                  713
1829                   56                  903                  959
1830                   23                  602                  625
1831                  451                  502                  953
1832                 1379                  603                 1982
1833                  537                 1311                 1848
1834                   92                  703                  795
1835                   19                  702                  721
1836                  751                  902                 1653
1837                  791                    3                  794
1838                  658                    3                  661
1839                 1728                 1006                 2734
1840                  529                    2                  531
1841                 1106                 1203                 2309
1842                 1127                    2                 1129
1843                   35                  602                  637
1844                   17                  502                  519
1845                  644                  402                 1046
1846                  561                  803                 1364
1847                 1787                   51                 1838
1848                   70                 1003                 1073
1849                  747                  902                 1649
1850                   13                  402                  415
1851                   81                 1003                 1084
1852                   31                  802                  833
1853                 2843                  513                 3356
1854                 1941                  513                 2454
1855                  634                    2                  636
1856                  436                  502                  938
1857                 2228                  607                 2835
1858                  120                  803                  923
1859                 1746                 1117                 2863
1860                  437                    2                  439
1861                  904                 1103                 2007
1862                 1594                  503                 2097
1863                 1297                  703                 2000
1864                  422                  702                 1124
1865                  131                 1908                 2039
1866                 1114                  503                 1617
1867                  531                  802                 1333
1868                  830                 1007                 1837
1869                   17                  502                  519
1870                 3722                  680                 4402
1871                   73                 1103                 1176
1872                 1473                  503                 1976
1873                   57                 1103                 1160
1874                 2840                  512                 3352
1875                  439                  502                  941
1876                   40                  602                  642
1877                 1508                  803                 2311
1878                   26                  502                  528
1879                   19                  702                  721
1880                 1196                  903                 2099
1881                   22                  602                  624
1882                 1456                  803                 2259
1883                  858                 1622                 2480
1884                 1728                 1406                 3134
1885                 1520                  503                 2023
1886                 2717                    3                 2720
1887                   25                  702                  727
1888                 1211                  903                 2114
1889                   13                  602                  615
1890                   16                  802                  818
1891                  933                  502                 1435
1892                   36                  502                  538
1893                   17                  702                  719
1894                 2839                   13                 2852
1895                  969                  603                 1572
1896                   23                  602                  625
1897                  805                  803                 1608
1898                  706                  503                 1209
1899                   20                  502                  522
1900                 2125                  704                 2829
1901                   58                 1003                 1061
1902                   19                  802                  821
1903                 1440                    2                 1442
1904                 4179                 2426                 6605
1905                   14                  502                  516
1906                   88                  703                  791
1907                  740                  502                 1242
1908                   15                  902                  917
1909                  756                    3                  759
1910                   10                  402                  412
1911                   21                  602                  623
1912                 1498                 1303                 2801
1913                   69                  603                  672
1914                   52                  702                  754
1915                 1031                    2                 1033
1916                 1332                  711                 2043
1917                  427                  502                  929
1918                   33                  602                  635
1919                   11                  802                  813
1920                 1190                  503                 1693
1921                   55                  502                  557
1922                   39                  702                  741
1923                  754                  902                 1656
1924                 1860                 2324                 4184
1925                   27                  802                  829
1926                  944                  502                 1446
1927                  745                  502                 1247
1928                 1073                  503                 1576
1929                   17                  702                  719
1930                 5311                 4650                 9961
1931                 9448                 3482                12930
1932                  931                  502                 1433
1933                   11                  502                  513
1934                 1267                    3                 1270
1935                  522                  502                 1024
1936                  930                  202                 1132
1937                   11                  602                  613
1938                  447                  502                  949
1939                   23                  602                  625
1940                  671                  803                 1474
1941                 1144                  514                 1658
1942                 2010                  703                 2713
1943                   47                  402                  449
1944                  656                    3                  659
1945                 2283                    3                 2286
1946                 1228                  508                 1736
1947                  542                  502                 1044
1948                 4758                 2005                 6763
1949                  107                  903                 1010
1950                 4925                 3063                 7988
1951                   16                  502                  518
1952                   46                  502                  548
1953                  438                  702                 1140
1954                 1459                  929                 2388
1955                   49                  602                  651
1956                   12                  802                  814
1957                 1274                 1337                 2611
1958                  736                    2                  738
1959                  746                  902                 1648
1960                  418                    2                  420
1961                  836                  602                 1438
1962                  623                  502                 1125
1963                 2376                  841                 3217
1964                  928                  706                 1634
1965                   40                  602                  642
1966                  440                  502                  942
1967                   55                  602                  657
1968                  521                  802                 1323
1969                   10                  502                  512
1970                   21                  302                  323
1971                  812                 1003                 1815
1972                 1791                    3                 1794
1973                   26                  402                  428
1974                 2542                  613                 3155
1975                   22                  502                  524
1976                   25                  702                  727
1977                  529                  502                 1031
1978                  428                  702                 1130
1979                 2413                 1967                 4380
1980                  322                  502                  824
1981                   33                  502                  535
1982                 1840                 1213                 3053
1983                   48                  402                  450
1984                   56                  602                  658
1985                   43                  802                  845
1986                 1195                  503                 1698
1987                   31                  502                  533
1988                   34                  702                  736
1989                  536                  502                 1038
1990                 1030                 1106                 2136
1991                 1490                  503                 1993
1992                   14                  802                  816
1993                   49                  502                  551
1994                  336                  502                  838
1995                   61                 1003                 1064
1996                  879                    3                  882
1997                 1204                  903                 2107
1998                   17                  602                  619
1999                  821                    2                  823
2000                 1471                    3                 1474
2001                   10                  502                  512
2002                 4755                 2309                 7064
2003                  334                  502                  836
2004                 2408                  503                 2911
2005                   30                  402                  432
2006                   85                 1003                 1088
2007                 2813                    3                 2816
2008                   14                  502                  516
2009                  900                    3                  903
2010                  532                  502                 1034
2011                  435                  702                 1137
2012                   11                  602                  613
2013                  421                  502                  923
2014                 3952                 6694                10646
2015                  946                  502                 1448
2016                  738                  502                 1240
2017                   15                  502                  517
2018                  551                    2                  553
2019                  795                  703                 1498
2020                  974                  603                 1577
2021                   12                  602                  614
2022                 1797                  803                 2600
2023                 1891                 2156                 4047
2024                   30                  602                  632
2025                   70                 1003                 1073
2026                 4696                 1735                 6431
2027                  425                  502                  927
2028                   16                  602                  618
2029                 1358                  803                 2161
2030                   20                  502                  522
2031                  725                    2                  727
2032                 2315                  903                 3218
2033                  825                    2                  827
2034                 1445                    2                 1447
