Episode,Avg length,Avg prey reward,Avg predator reward
11920,507,0.03815089250156093,0.28741137805677763
11940,510,0.043816022831989106,0.2867599540578546
11960,595,0.05579324013203733,0.26651110207839596
11980,631,0.03375811754189396,0.2662611633826342
12000,500,0.052913697039794996,0.2720734557726635
12020,489,0.05166749321651922,0.2866858030557831
12040,576,0.05599804124362869,0.29136853284826536
12060,496,0.04573644821686632,0.29576503223513123
12080,560,0.05571170461851027,0.27629439091049096
12100,538,0.034446180699304864,0.27722164254540244
12120,579,0.04169185663914229,0.2653037754548405
12140,501,0.05133960309054507,0.2756411900615576
12160,447,0.03787273726570397,0.26923836873598844
12180,514,0.050602764546559056,0.2834654202848667
12200,526,0.040950864098965103,0.2726315629249859
12220,601,0.05142521880811603,0.26228261966379185
12240,594,0.05100360488670965,0.2678358539607338
12260,578,0.05975261541787983,0.26942164062052615
12280,560,0.06230731166821028,0.27221752511896513
12300,516,0.04734572208874674,0.2945664190945587
12320,538,0.05675880029647114,0.2656545152953932
12340,518,0.04700256619001221,0.274760705159795
12360,522,0.05746385075597139,0.2724217216711758
12380,525,0.05399044293513553,0.2778158938148107
12400,444,0.04852045466717121,0.28797636320002296
12420,466,0.050750383930103005,0.29194626539688145
12440,571,0.053358802730672804,0.2778015639034602
12460,534,0.056487395015587326,0.27585244025037464
12480,468,0.03739228791051166,0.2828405421738075
12500,588,0.042363105099188614,0.26513741432030324
12520,487,0.042574274282162566,0.2798400578810141
12540,542,0.038775874663807025,0.2594694922308199
12560,521,0.04672464018463437,0.273592432961652
12580,477,0.046752755058514825,0.26595684098723654
12600,517,0.0381559364048225,0.25180090133779803
12620,604,0.050429550744079586,0.2528301192766902
12640,556,0.053038737713057595,0.2811785625101823
12660,568,0.05100964274998582,0.26999253596701495
12680,679,0.05782889375954573,0.2643771053035765
12700,527,0.04330585989718204,0.2687968615880477
12720,512,0.05298876592346863,0.2866401389461649
12740,518,0.05179024477786699,0.2808170699550364
12760,510,0.04594510289095794,0.2888701825187948
12780,555,0.057334843985930736,0.270902793452771
12800,528,0.04132698105623062,0.2791858698465117
12820,502,0.030778601715655142,0.29031977348195365
12840,524,0.061895452560357576,0.2765450051323596
12860,460,0.04907548826177101,0.2948189821329432
12880,531,0.05479745723873956,0.27590171215502785
12900,415,0.05211866034644051,0.28318677535255526
12920,601,0.034543652856803886,0.2708401791220623
12940,592,0.05436864790238671,0.28258673935509987
12960,535,0.05720605747354761,0.294520325773833
12980,478,0.061241251384398544,0.3052925462338161
13000,508,0.04936659959535437,0.2985689671593397
13020,494,0.05104700392296454,0.2923857589270485
13040,454,0.056960237000759695,0.28778863453930004
13060,457,0.05953883485419248,0.2838267348551167
13080,493,0.04958284570505534,0.28255423113863165
13100,587,0.05601904760684354,0.2774925150606443
13120,534,0.06212514789493534,0.2758481591635224
13140,551,0.06159153723938669,0.2818948709099192
13160,514,0.04678320772175376,0.2712659025965341
13180,664,0.04660461745552414,0.26576064707938885
13200,580,0.05175576933667277,0.2803677428495796
13220,590,0.04990852847230102,0.27668204684152575
13240,577,0.05585477567089812,0.26895377183361935
13260,475,0.061113770426561555,0.29084763680578435
13280,485,0.06113960887779727,0.2931068503601413
13300,505,0.059492579617843,0.2791501776928224
13320,507,0.0529501632559762,0.278464664718295
13340,452,0.05365517189583267,0.283863368951776
13360,557,0.06120057320366683,0.2991537201448257
13380,538,0.05041290739523302,0.28950891113753136
13400,490,0.04800879151693953,0.3071319922400217
13420,463,0.05158252490489129,0.2769113668366172
13440,588,0.06247840356866332,0.27390398040908587
13460,510,0.054187559270636974,0.27186427359124776
13480,485,0.058609362895866234,0.2930160083680763
13500,577,0.06318640280272186,0.28362241858174775
13520,453,0.052707278299132285,0.2955163807795749
13540,501,0.04813546393946138,0.2923413989036253
13560,409,0.060198296964629236,0.3035401291745535
13580,472,0.05219740650602327,0.29872949318815845
13600,476,0.04360625428711311,0.3011887641834618
13620,535,0.05554203011622333,0.2811769423539322
13640,440,0.051020658624699324,0.2960049441009437
13660,508,0.05177746077688713,0.2942488170650983
13680,394,0.05136345496601441,0.2942335663568174
13700,558,0.061676947293824426,0.27758274690451124
13720,447,0.05322331606691703,0.3120635648825333
13740,446,0.043104037234926826,0.314622513707544
13760,469,0.04849522291030869,0.2926987313622208
13780,461,0.05912279826503891,0.31126310548807307
13800,377,0.06129552641956339,0.3066484248194506
13820,416,0.05932144220742932,0.314848835606933
13840,476,0.048301229556866866,0.303149427699785
13860,428,0.05210107943349299,0.31546284310316103
13880,346,0.053835975579515326,0.31127695561953106
13900,471,0.052704329028764,0.3074825173488483
13920,386,0.04912335956915196,0.3145758756027177
13940,417,0.0386185473992858,0.30454512894244673
13960,426,0.05255348194556284,0.30728481831099186
13980,434,0.039191139930196364,0.2900040096881712
14000,531,0.042616040288929874,0.29402925579286154
14020,406,0.04877949450917007,0.3025681407028532
14040,461,0.04435464922426975,0.2865879363122604
14060,458,0.051945876810035596,0.2915319322939477
14080,479,0.05085190211697458,0.30103966107169
14100,472,0.05336279423759799,0.2787522565425923
14120,453,0.05200062053913196,0.2880626080217694
14140,384,0.040526321013471464,0.3032352468537075
14160,432,0.03992415416051441,0.309449333749764
14180,479,0.048802108683297554,0.30687171041459355
14200,448,0.05654811996897445,0.2972287382264614
14220,447,0.056686131718737334,0.30217928440676856
14240,425,0.04914037553506991,0.30113185908738777
14260,402,0.05642044049712645,0.3007655102832996
14280,470,0.060112722031189114,0.29823602261229354
14300,437,0.04146191710449512,0.3045537119983374
14320,407,0.0592149737547336,0.31021655578013796
14340,428,0.05861090063873694,0.3094728022137811
14360,486,0.06094045256236953,0.2950308377125873
14380,478,0.056059721601026555,0.29687775905068486
14400,522,0.05824399990115999,0.28969847700940565
14420,441,0.04653396057163833,0.3096260044468623
14440,460,0.052121277650982525,0.3033011887971389
14460,429,0.055877319600206546,0.3042506866375667
14480,450,0.05031105998047016,0.301978588139401
14500,508,0.05683874189435887,0.2866462038150964
14520,490,0.04844708006620742,0.28994814694525706
14540,458,0.057709569106375126,0.3163808001174738
14560,454,0.06042885403395164,0.2988349578229894
14580,503,0.052879658845511976,0.29962341960579464
14600,427,0.050135863773476216,0.30543728369444045
14620,411,0.050467192377083345,0.30728999965733345
14640,485,0.04499538879782276,0.3091468302628792
14660,497,0.05244084651062144,0.3157126223592048
14680,504,0.05630455325487497,0.295942188876624
14700,498,0.05809128705073816,0.3006350151381888
14720,448,0.041929311920074985,0.31544256193569836
14740,416,0.0446067987646793,0.2996811372814301
14760,489,0.04878844075652896,0.3039365551319194
14780,511,0.04445478343533718,0.3007318094897162
14800,406,0.05279222136863021,0.3125858893885522
14820,428,0.054139085003640744,0.3004597420420872
14840,536,0.046789896656334276,0.29637468616857277
14860,607,0.057821360345136165,0.2850227740833564
14880,400,0.04094452858133362,0.30905895702850417
14900,454,0.04485552411080488,0.3075461319542626
14920,474,0.05425866866146367,0.2969059383731293
14940,573,0.05393144589221273,0.290257341306736
14960,453,0.050491142338477846,0.30534322824397825
14980,509,0.0594221228617803,0.3023888345077851
15000,453,0.06682121133345753,0.30539833124641663
15020,431,0.05176024330539832,0.31714984144529074
15040,418,0.056432921330542764,0.2992660930773928
15060,410,0.05077139572916105,0.3187601092903519
15080,442,0.049041978746850776,0.29097044286381446
15100,490,0.048933120284737966,0.2909252249670923
15120,451,0.052404551646488565,0.2948588874941243
15140,530,0.06012143855885714,0.3028844491638304
15160,467,0.03696069199840945,0.3028787226325255
15180,501,0.05997386727620059,0.2905588456181824
15200,470,0.04726019660057685,0.2971535072428907
15220,442,0.048944648936577614,0.3048805097274604
15240,412,0.056814565173027284,0.31762185509596375
15260,516,0.053689116098597944,0.2881036541201894
15280,466,0.054215088202180226,0.3164046760159511
15300,463,0.04624507932902884,0.3051594162502857
15320,658,0.04759036727928022,0.28982064955681547
15340,444,0.050089848522716376,0.3035978501900599
15360,407,0.04966528321602014,0.2999040198345475
15380,507,0.05337815288860426,0.28594992477279535
15400,557,0.04176138552297593,0.28637776791587805
15420,425,0.050747057003172204,0.30546946270778724
15440,548,0.05631735739985065,0.28900076092428745
15460,500,0.04899624015948762,0.29221081590384956
15480,407,0.045232109519111406,0.3074091218727182
15500,455,0.037936314709636626,0.3055921287710607
15520,537,0.04256013913066185,0.28311014392429434
15540,434,0.037269977641423604,0.3026098672039016
15560,448,0.04948630944580708,0.3115640472365092
15580,532,0.048256397873276756,0.29975365681964516
15600,427,0.056042513791155234,0.3203742065276064
15620,487,0.046238706753154654,0.2990318531974281
15640,497,0.044410743660086786,0.29871809300481555
15660,440,0.043974786549159976,0.30372849428125115
15680,448,0.04747030535975938,0.30861875970140734
15700,477,0.04749236066536943,0.3024791960122242
15720,371,0.038823243494041294,0.31749190209405626
15740,415,0.037734623607439906,0.30398223724939233
15760,431,0.03967295464908916,0.3102188528113391
15780,506,0.04626184396198696,0.303209798519722
15800,470,0.05051877632647086,0.30691989461850866
15820,466,0.05710030860273407,0.32101542264965965
15840,511,0.05363279672147049,0.3239172544035032
15860,429,0.05315971872314135,0.31198021993897285
15880,426,0.04721685385164496,0.31375713447844383
15900,439,0.041170621307139305,0.3147724719831047
15920,476,0.04867136725634443,0.31181972472220426
15940,555,0.04857222430408929,0.3029673506641018
15960,471,0.049092392140257436,0.3213663791951879
15980,448,0.05030439136793428,0.2957263462962155
16000,473,0.05119092878973471,0.30636458588152193
16020,366,0.041839019858579754,0.3099046580560485
16040,402,0.035454789878566866,0.307646374064533
16060,463,0.03344707996600718,0.2958326829643515
16080,439,0.029158576134207047,0.29345378452370247
16100,467,0.052303176801699235,0.3013691449174265
16120,488,0.04078887924360266,0.28320521895754736
16140,401,0.044352138442205515,0.3202924240484305
16160,380,0.05804576490811904,0.3051857402511089
16180,448,0.04393151226524744,0.308497084348067
16200,506,0.05287534131689958,0.3055160566160676
16220,468,0.045536498186428756,0.30486773377019427
16240,503,0.053170024053191114,0.2936336554586814
16260,492,0.05011953007142017,0.2933163984315357
16280,459,0.06361309510915963,0.297853950743426
16300,500,0.05678022951548162,0.29251574929506463
16320,486,0.05233715540365526,0.29251303314932037
16340,513,0.0576807465235068,0.30144035819546217
16360,492,0.04776206208849428,0.30062094571039893
16380,451,0.05147552976536336,0.2974708263138356
16400,450,0.04032848569824913,0.2987663243521456
16420,483,0.04155542914280195,0.2957150628871282
16440,438,0.053506284759063674,0.3117657501370745
16460,454,0.04896491728494774,0.3036159345224118
16480,477,0.0480748126978875,0.3031857938594728
16500,509,0.0523845248599488,0.2938973562637909
16520,388,0.05460605548874094,0.307670114597858
16540,449,0.04945409728108552,0.2940109137587587
16560,497,0.058173864664217444,0.30377774321899076
16580,532,0.05318863482142493,0.2947479062320929
16600,453,0.05902384183738607,0.29811928129517556
16620,412,0.051162472211859156,0.31010569859608605
16640,415,0.03323512567628771,0.309367095069257
16660,443,0.056476701953913445,0.30214236353627283
16680,495,0.04432416030047011,0.3017864666521636
16700,459,0.05112451603764705,0.29768649060854396
16720,446,0.05182541088668281,0.3093509153871249
16740,540,0.0583358996918143,0.3088331544699928
16760,477,0.04963583968367042,0.3027079521141291
16780,401,0.048266679152350674,0.2940402651876039
16800,523,0.046848220330900844,0.2919689484530649
16820,473,0.06042451334654921,0.2922036828593625
16840,381,0.055772589911399106,0.2998735305576239
16860,439,0.05130915303091804,0.31956287249637955
16880,507,0.04993410048016424,0.3051081668055099
16900,420,0.05041317418730331,0.30478407159755727
16920,446,0.04810602089893346,0.30385156341826597
16940,439,0.04975021208942012,0.2995685265109542
16960,478,0.05536079548116686,0.2916503466822261
16980,412,0.05256942906172294,0.30261708240775054
17000,538,0.0477049541602229,0.28681077297510627
17020,421,0.04727834671327015,0.3034999117787957
17040,508,0.05646283529489515,0.2994016671969161
17060,468,0.05927626869368546,0.30401428180783957
17080,571,0.056637464884037224,0.2859832574174349
17100,498,0.05812531586533468,0.29379397917040306
17120,585,0.057004659334869,0.28406828288574315
17140,417,0.05271109071828265,0.3080045209808998
17160,484,0.05083859689342439,0.28401924051901944
17180,446,0.05665704070320961,0.329713158522372
17200,457,0.053167901713865415,0.30496389486403863
17220,479,0.05050361052850583,0.30976694275596495
17240,479,0.05842470452283598,0.2980912676575976
17260,380,0.04059496793216577,0.3240765871289534
17280,481,0.05573717679997192,0.30007819046463813
17300,560,0.06495170631519132,0.29854350364539706
17320,445,0.05470711767497292,0.30502138460293954
17340,544,0.04254845184632493,0.3028180463452542
17360,491,0.051928480202147555,0.30525775565352975
17380,527,0.04813383041868017,0.3012244524007086
17400,458,0.06231976588539941,0.30367293170967546
17420,524,0.056827779528019685,0.29477011889567983
17440,417,0.05646087168309651,0.321468882751059
17460,486,0.048663927277547835,0.3036406977473897
17480,406,0.042489631760699066,0.3089644443577797
17500,478,0.05820007240794638,0.299979169186829
17520,486,0.05415729422738911,0.29836382387865445
17540,412,0.0605120681199854,0.29984848333804826
17560,473,0.058974914660955315,0.29369910990064546
17580,486,0.055620240622193305,0.29828582687888316
17600,476,0.04380542947187165,0.2971724692345453
17620,441,0.05627735865592691,0.30730886324582957
17640,448,0.043503250840800735,0.30196562299616075
17660,435,0.06073178243239634,0.30897850406306626
17680,417,0.046466210061028426,0.31247766306131636
17700,467,0.05349250423132314,0.30402947256476637
17720,390,0.04853437817695358,0.31775102487697937
17740,441,0.055404617107191745,0.3190197191782585
17760,502,0.058379146282891814,0.3001728724819375
17780,542,0.05874222620355067,0.3078120158510601
17800,461,0.07269600314424104,0.3026115704459818
17820,427,0.06391980952478864,0.30678191634956303
17840,445,0.055666331372799895,0.32110086727476456
17860,333,0.043356094172666795,0.3287442467720959
17880,458,0.05965873120208896,0.30715577257587073
17900,409,0.047277432857966525,0.3216238019575356
17920,456,0.049703032178045836,0.30368794262362864
17940,487,0.039724308737580524,0.3045855041294017
17960,503,0.053843664718291176,0.3032829326653104
17980,401,0.04311852835917233,0.3089357613916787
18000,401,0.048909239315393635,0.3060201040337825
18020,406,0.03626699174725598,0.30925049379901076
18040,497,0.0430566701085893,0.29776005401375405
18060,472,0.04953265704513992,0.29262698576174795
18080,496,0.03597655392447257,0.30713328340096113
18100,470,0.05531689269685748,0.29917058869771124
18120,525,0.04898223159338182,0.30057871484943155
18140,439,0.04638205312955895,0.300859182243097
18160,502,0.048995862676436366,0.30632818723849853
18180,563,0.05525149609986777,0.30727599084320406
18200,469,0.061765779300538635,0.303630837842089
18220,551,0.054317490009413626,0.29308215934695
18240,507,0.049517701134330475,0.30620901317747184
18260,469,0.06252204705252698,0.30992804748308694
18280,434,0.054575153607934454,0.3011453509610085
18300,405,0.053270510234190216,0.3022341884356927
18320,392,0.04731064221890198,0.3211814478146923
18340,585,0.04962589818813204,0.29102931201915033
18360,466,0.05248969603631008,0.29918072820290026
18380,403,0.05933497735850897,0.3181836566401123
18400,411,0.04205365098716797,0.31037637538873886
18420,439,0.042446098982998934,0.3126754222030072
18440,433,0.060308014904962494,0.30631611551684923
18460,437,0.04972360758459961,0.30993381117967045
18480,388,0.04644984440012698,0.3168466420708394
18500,501,0.05553592501080364,0.31033775866924074
18520,440,0.055571745699811104,0.30446645833372143
18540,366,0.04966813684399613,0.327297938092042
18560,495,0.06124128328198737,0.30449400800456405
18580,401,0.050455287425201986,0.31103493518659064
18600,473,0.05717767236552514,0.30561889073718906
18620,454,0.05003765623046173,0.3046223153459233
18640,381,0.0434428801927015,0.31138766877726703
18660,530,0.05249910682162855,0.2941534201991668
18680,440,0.05276485734882284,0.3016328562769858
18700,498,0.05480292388095372,0.2942403902616687
18720,438,0.052539640780830975,0.3017600385154421
18740,456,0.03935851067268553,0.3023162787915118
18760,509,0.04742121177959043,0.3089708127724594
18780,399,0.04842983192050642,0.3078622681055935
18800,570,0.04810245521379551,0.3082122812829739
18820,616,0.05187246161984549,0.28831834136990575
18840,496,0.055733526232626486,0.30171746231290725
18860,518,0.05419586073520503,0.2950625311453945
18880,438,0.04570665380303603,0.31623858808180133
18900,377,0.05463301915174359,0.3139326311415161
18920,483,0.0596204230519079,0.2966856672741488
18940,425,0.05196932845616313,0.310578514951376
18960,520,0.043779122848198224,0.29611461928882743
18980,447,0.05424504145313954,0.3139820792034954
19000,470,0.05827468808633335,0.3164445708751845
19020,375,0.051891875726759705,0.33224576262240435
19040,456,0.05736818410707177,0.2963281849229745
19060,493,0.05633305958318208,0.3027220898687487
19080,451,0.04725760873684184,0.30285693443356887
19100,434,0.04420903510874906,0.313890811007311
19120,449,0.05792425583887921,0.30016758420581413
19140,482,0.05016532674426015,0.3224906953698985
19160,426,0.03868347018554132,0.30067163688422194
19180,512,0.06144964392304937,0.29824619664542806
19200,454,0.05811423687591597,0.30844711096277144
19220,484,0.05308413844873653,0.29906258460657276
19240,568,0.06576189723422234,0.3048742818320277
19260,492,0.043066967515841825,0.3127290239350474
19280,471,0.0601036459964505,0.3132421366598933
19300,474,0.05689116891115934,0.30359936642976326
19320,561,0.05532445039494423,0.28901934070432145
19340,459,0.05821723960076354,0.3152693006647187
19360,493,0.05692702135140233,0.3025090895418689
19380,431,0.05289447723296749,0.32053263261856146
19400,437,0.05392421698833808,0.32630911519957034
19420,431,0.0622311931114111,0.3137012446666681
19440,501,0.06737716715282639,0.30405203856480434
19460,438,0.05436481859900538,0.3030277544895831
19480,565,0.04953743413576257,0.2838146182722723
19500,518,0.06449947967557614,0.29855908878273374
19520,452,0.059308927816552094,0.3200543435514267
19540,480,0.05964777479538206,0.29863409004718494
19560,479,0.052609046235746026,0.3146386845991781
19580,537,0.053605010142478524,0.3012456539047875
19600,446,0.059870571987887464,0.29825180618377506
19620,572,0.051938708292181446,0.28338010178323925
19640,512,0.05825665252177984,0.29547649311480745
19660,441,0.06266410758020395,0.28995935125511274
19680,402,0.054122069967918476,0.3057082438237722
19700,566,0.06114525246473612,0.2995373671650554
19720,591,0.05959012226862894,0.2912735618603054
19740,509,0.04917411122404449,0.31313170417180125
19760,467,0.05246551477883878,0.31215995060073576
19780,516,0.050888277742647016,0.3014866587999052
19800,505,0.05084760773069345,0.2971628792693803
19820,501,0.05656223716270649,0.3029367195770038
19840,503,0.052634723748583336,0.30585055612589046
19860,534,0.038206010994752175,0.29121044998034173
19880,444,0.03727378640428815,0.3017205245816177
19900,462,0.05245742450787413,0.31307080510940055
19920,603,0.04118671285367325,0.2848159347426499
19940,487,0.05562354767807657,0.3040369889157701
19960,545,0.05604660618337961,0.3070571216505423
19980,415,0.051924312771605155,0.32821902021510085
20000,429,0.052720003147319686,0.30492750869593177
20020,466,0.04989211523336752,0.2905867485705462
20040,509,0.05489727552409711,0.3019627549980755
20060,486,0.05367374514718161,0.29397160905160324
20080,449,0.04987022605035664,0.3118330944707487
20100,602,0.05224141267905534,0.29170930139287765
20120,424,0.05041337248188941,0.30298481713384684
20140,449,0.057609233797971594,0.30123588516693595
20160,498,0.0639305246115272,0.2828432288972075
20180,471,0.0526906701478748,0.3030358113853074
20200,528,0.06488719989180852,0.2986937126552254
20220,581,0.04923184905349737,0.27751604404501007
20240,472,0.03957634638300649,0.29284095002725397
20260,487,0.04614698428326495,0.3044212066291386
20280,512,0.04409615344966379,0.3112415540545047
20300,471,0.052074359568846,0.30839803509496233
20320,498,0.04950176860675467,0.30380916161389904
20340,427,0.051720917748713034,0.329805682864302
20360,473,0.045494763291080764,0.31036153139185907
20380,485,0.04508176946874022,0.29898867769378434
20400,401,0.051176653871707126,0.31398314636640745
20420,421,0.049327494056510206,0.3348803753828589
20440,363,0.05336421728198735,0.32281054960553945
20460,459,0.053562308645149805,0.30591281518747343
20480,445,0.053563347415769555,0.30851288015154593
20500,456,0.043720516987111525,0.31931407256354327
20520,391,0.052713738041451366,0.3063143569264694
20540,405,0.0444175210764887,0.30545351608238663
20560,517,0.04029131219831103,0.2931547709335726
20580,482,0.05353602117093039,0.3131230317926928
20600,418,0.028425576660408826,0.3297562063538405
20620,486,0.05031009251858246,0.3191310763580125
20640,445,0.05460199764297471,0.3204099104864965
20660,485,0.06304995310317388,0.31685240619494953
20680,458,0.03985782437848471,0.3051068696003061
20700,471,0.046566273442764844,0.29371124625688444
20720,495,0.067306735036228,0.3059329790077253
20740,444,0.05858513707939832,0.29302068537177905
20760,473,0.05109091017230959,0.29646977990295487
20780,421,0.05030260196429944,0.3160602661297557
20800,529,0.057767182020449184,0.29754054121894813
20820,452,0.050815565023401774,0.2970643900291732
20840,433,0.05779206197017163,0.3069912848401624
20860,511,0.05411124312372726,0.3103540084385476
