Episode,Train_Return,Episode_Length,Test_Return,Value_Loss,Policy_Loss,Old_Approx_KL,Approx_KL,Clip_Fraction,Explained_Variance
170, -6.818210601806641, 24, -4.145125865936279,7.746302604675293, 2.812708854675293, 0.08731192350387573, 0.006446391344070435, 0.49074074074074076, -0.005881667137145996
180, 7.950202465057373, 24, 3.1720104217529297,46.104454040527344, 0.6456437110900879, 0.1288190484046936, 0.03167559206485748, 0.4513888888888889, -0.0023348331451416016
190, 3.297630548477173, 24, -0.8355743885040283,2.9613561630249023, -0.9330432415008545, -0.004770815372467041, 0.002501875162124634, 0.1550925925925926, 0.0014691352844238281
200, 2.074712038040161, 24, 7.322350978851318,25.995906829833984, -5.124233722686768, -0.012008726596832275, 0.009837806224822998, 0.3773148148148148, -0.004664301872253418
210, 7.523196697235107, 24, 4.123989582061768,52.33045959472656, -3.93192195892334, 0.08201354742050171, 0.04569202661514282, 0.3425925925925926, -0.001587986946105957
220, 1.655564785003662, 24, -0.7670603394508362,7.160873889923096, 1.2255858182907104, 0.06722098588943481, 0.006321728229522705, 0.32407407407407407, -0.0068520307540893555
230, -4.161305904388428, 24, 2.13269305229187,1.0039937496185303, -0.9131145477294922, 0.013610601425170898, 0.002661183476448059, 0.22685185185185186, -0.002347111701965332
240, 1.4004510641098022, 24, -2.134462356567383,4.714964866638184, -2.8881218433380127, -0.07064509391784668, 0.002968013286590576, 0.375, -0.031347036361694336
250, 5.7825188636779785, 24, 9.453486442565918,6.916143894195557, -2.334853410720825, -0.05293440818786621, 0.002947017550468445, 0.27546296296296297, -0.0063217878341674805
260, 2.4472570419311523, 24, -1.7382450103759766,12.133073806762695, 3.7443184852600098, 0.18978309631347656, 0.017408952116966248, 0.5300925925925926, -0.027532219886779785
270, -2.382977247238159, 24, -10.177264213562012,0.4767366647720337, -0.6598553657531738, 0.02453160285949707, 0.0006688535213470459, 0.34953703703703703, -0.08070707321166992
280, -10.2571439743042, 24, 2.6677446365356445,185.5232696533203, 7.930187225341797, -0.01993459463119507, 0.036493971943855286, 0.5254629629629629, -0.012650251388549805
290, 9.16224193572998, 24, -7.016387462615967,25.35971450805664, -5.366459846496582, -0.03824537992477417, 0.0015898644924163818, 0.22916666666666666, 0.0002282261848449707
300, 10.909926414489746, 24, 5.800882816314697,97.56127166748047, -9.059459686279297, -0.04671144485473633, 0.002080380916595459, 0.19444444444444445, -0.0027599334716796875
310, 3.018980026245117, 24, 6.285303115844727,11.755870819091797, 4.958737373352051, -0.15934544801712036, 0.021657556295394897, 0.3587962962962963, -0.04703259468078613
320, 1.4133377075195312, 24, 9.542065620422363,4.060772895812988, 1.1486501693725586, -0.07293486595153809, 0.003661811351776123, 0.1736111111111111, -0.0014210939407348633
330, -7.8093647956848145, 24, -3.6377851963043213,23.210412979125977, -5.0694403648376465, -0.00889676809310913, 7.128715515136719e-05, 0.1527777777777778, -0.007426142692565918
340, 6.134541988372803, 24, 6.745275974273682,24.924816131591797, -2.843693256378174, 0.0450054407119751, 0.016539841890335083, 0.44675925925925924, -0.0030225515365600586
350, 5.730321884155273, 24, 3.9994823932647705,0.1318659484386444, 0.32632723450660706, 0.0474318265914917, 0.002291351556777954, 0.027777777777777776, -0.00875544548034668
360, 3.577857255935669, 24, -4.7284722328186035,22.660781860351562, -1.9041008949279785, 0.04615110158920288, 0.005466341972351074, 0.45601851851851855, -0.042101383209228516
370, -2.8110873699188232, 24, -6.941761016845703,0.2110670804977417, 0.6912208795547485, 0.02996760606765747, 0.004781782627105713, 0.1736111111111111, 0.0018186569213867188
380, -8.227450370788574, 24, 1.0914335250854492,153.07940673828125, 8.818028450012207, 0.05919945240020752, 0.0038929730653762817, 0.4166666666666667, 0.002591431140899658
390, 8.778017044067383, 24, 2.8499386310577393,0.017462559044361115, 0.0492294579744339, 0.06126683950424194, 0.011525586247444153, 0.15046296296296297, -0.00016391277313232422
400, 5.100876331329346, 24, -6.6378960609436035,42.413917541503906, 2.0535988807678223, -0.04350638389587402, 0.05775073170661926, 0.5023148148148148, 0.010013341903686523
410, -11.6448974609375, 24, -6.6273064613342285,40.512943267822266, 4.098580837249756, 0.03503662347793579, 0.0011242479085922241, 0.2916666666666667, 0.0036997199058532715
420, 0.15974630415439606, 24, 3.4477624893188477,0.2515716254711151, 0.6688436269760132, 0.041995465755462646, 0.0013465732336044312, 0.2175925925925926, -0.007028460502624512
430, -6.647619724273682, 24, -7.706278324127197,18.79434585571289, 2.3920512199401855, 0.019528627395629883, 0.012446314096450806, 0.5023148148148148, 0.003868401050567627
440, 2.5047876834869385, 24, -7.003739833831787,1.4658066034317017, -1.6384191513061523, 0.012086749076843262, 0.00041268765926361084, 0.3101851851851852, -0.001811981201171875
450, 5.453978061676025, 24, 0.6913278102874756,5.894059658050537, -0.2791289687156677, -0.18631744384765625, 0.09298749268054962, 0.28935185185185186, -0.02220320701599121
460, 6.6118621826171875, 24, 5.509393215179443,28.890605926513672, -5.004147052764893, 0.0506550669670105, 0.03462079167366028, 0.4444444444444444, 0.022015094757080078
470, 1.083227276802063, 24, 1.6851781606674194,3.2853047847747803, -1.1325818300247192, 0.03368043899536133, 0.002243131399154663, 0.24305555555555555, 0.0020980238914489746
480, -0.8974041938781738, 24, -4.934265613555908,41.580631256103516, 5.715339183807373, 0.03620177507400513, 0.0024880915880203247, 0.17592592592592593, 0.0025697946548461914
490, -8.440947532653809, 24, -1.6756445169448853,53.09059143066406, 7.082995891571045, -0.011828839778900146, 0.0001779794692993164, 0.037037037037037035, 0.0012485384941101074
500, 2.4349405765533447, 24, 7.729648113250732,74.44628143310547, -9.627552032470703, -0.010800540447235107, 0.00043870508670806885, 0.12962962962962962, -0.0011593103408813477
510, -8.739914894104004, 24, 3.209956407546997,120.32321166992188, 9.176719665527344, 0.8186270594596863, 0.42621946334838867, 0.25, -0.012072443962097168
520, -24.46425437927246, 24, -0.8231015205383301,394.6773681640625, 19.205041885375977, -0.007573127746582031, 0.0006133764982223511, 0.4166666666666667, -0.00021016597747802734
530, -10.940658569335938, 24, 8.66024398803711,1.4414273500442505, 1.042328953742981, 0.01639464497566223, 0.004051342606544495, 0.2037037037037037, 0.0027008652687072754
540, -2.961472272872925, 24, -12.751167297363281,39.486385345458984, -6.127768039703369, 0.016622483730316162, 0.00018452107906341553, 0.22453703703703703, 0.005136370658874512
550, -3.253830671310425, 24, -9.271601676940918,45.60553741455078, 3.772897243499756, -0.008465826511383057, 0.00027179718017578125, 0.08101851851851852, 0.004372894763946533
560, -3.0643470287323, 24, -2.247485876083374,13.269499778747559, 1.9217963218688965, -0.0005600452423095703, 4.4465065002441406e-05, 0.0023148148148148147, 3.355741500854492e-05
570, 5.438825607299805, 24, 6.341482162475586,71.92957305908203, -11.599660873413086, -0.07296067476272583, 0.008081406354904175, 0.45601851851851855, 0.0014840960502624512
580, 4.570458889007568, 24, 8.013282775878906,4.700636863708496, 0.23655754327774048, -0.01412820816040039, 0.00015437602996826172, 0.009259259259259259, 8.350610733032227e-05
590, 1.025770664215088, 24, 2.0018296241760254,1.1660324335098267, 0.3162333071231842, 0.02612549066543579, 0.0009693652391433716, 0.12268518518518519, -0.011745691299438477
600, 3.690490961074829, 24, -7.5997467041015625,4.573514938354492, -0.6639693975448608, 0.053276240825653076, 0.005285292863845825, 0.1412037037037037, 0.010816991329193115
610, -8.30005168914795, 24, -0.295463889837265,280.0313720703125, 9.500753402709961, 0.060904502868652344, 0.007485732436180115, 0.2037037037037037, 0.0025304555892944336
620, -0.6643083691596985, 24, -10.58215045928955,4.325093746185303, -2.9250152111053467, -0.03129422664642334, 0.0016612708568572998, 0.15046296296296297, -0.028796911239624023
630, 3.339181900024414, 24, 6.1855621337890625,33.86452865600586, -7.364142417907715, -0.11376190185546875, 0.011787116527557373, 0.39814814814814814, -0.011456847190856934
640, -2.8078787326812744, 24, 6.257689952850342,1.1078001260757446, 1.1203135251998901, 0.27697616815567017, 0.10334903001785278, 0.23148148148148148, -0.01618039608001709
650, -4.4090704917907715, 24, -0.4891434609889984,0.8015948534011841, 0.617172360420227, 0.06179487705230713, 0.00448666512966156, 0.11574074074074074, 0.0023956894874572754
660, -3.69512677192688, 24, 7.091030597686768,93.88558197021484, 7.101840496063232, -0.0023384690284729004, 0.007850781083106995, 0.31712962962962965, 0.00011920928955078125
670, -2.4283089637756348, 24, -4.921070575714111,23.986652374267578, -5.207523345947266, 0.013161540031433105, 0.008224502205848694, 0.125, 0.0005172491073608398
680, -11.491377830505371, 24, 6.59515380859375,36.751678466796875, 5.720569610595703, 0.1551516056060791, 0.021230250597000122, 0.5486111111111112, -0.0011560916900634766
690, -0.021378569304943085, 24, 5.981504440307617,0.15648455917835236, 0.45155423879623413, 0.02292931079864502, 0.0009445399045944214, 0.25925925925925924, -0.09686601161956787
700, -6.640934467315674, 24, 3.534940481185913,52.010719299316406, 6.224963665008545, 0.6265208721160889, 0.3959323763847351, 0.47685185185185186, 0.0012845993041992188
710, -3.1483917236328125, 24, -4.131396293640137,7.168285846710205, 1.3789992332458496, 0.006690502166748047, 0.0037841498851776123, 0.14583333333333334, -0.0015664100646972656
720, 3.00982666015625, 24, -4.001075744628906,1.243504285812378, -0.123209148645401, -0.05812263488769531, 0.0025779157876968384, 0.05555555555555555, -0.0005134344100952148
730, -1.3764196634292603, 24, -4.398392677307129,0.2716003358364105, -0.5056140422821045, 0.03596615791320801, 0.0013456493616104126, 0.11805555555555555, 0.01620239019393921
740, -10.16890811920166, 24, 4.320549488067627,9.386626243591309, -1.677525281906128, -0.1813698410987854, 0.039683371782302856, 0.24305555555555555, -0.006395578384399414
750, -1.2865263223648071, 24, -5.926660060882568,5.448294162750244, 2.5244300365448, 0.03853750228881836, 0.0025171786546707153, 0.04398148148148148, -0.00041997432708740234
760, -14.875622749328613, 24, -8.191498756408691,47.54651641845703, -6.95906400680542, 0.029895484447479248, 0.0007154941558837891, 0.04398148148148148, 0.0002726912498474121
770, -1.8529459238052368, 24, -10.441973686218262,0.13465286791324615, -0.4592692255973816, -0.013799428939819336, 0.0004076957702636719, 0.016203703703703703, -0.0030056238174438477
780, 2.0422990322113037, 24, -2.8511159420013428,17.928518295288086, -4.245061874389648, -0.009825348854064941, 5.480647087097168e-05, 0.09027777777777778, -0.011528730392456055
790, -4.323927402496338, 24, -0.9086714386940002,30.800111770629883, 4.263438701629639, -0.012693464756011963, 0.0014017373323440552, 0.22685185185185186, -0.0018523931503295898
800, 3.8584060668945312, 24, -2.7046804428100586,0.4134514331817627, -0.4644168019294739, 0.02849358320236206, 0.024694442749023438, 0.3472222222222222, 0.012599349021911621
810, 0.042170602828264236, 24, 6.584875106811523,0.4620909094810486, 0.8545802235603333, -0.0007520318031311035, 3.5762786865234375e-07, 0.09027777777777778, -0.02175605297088623
820, 6.166514873504639, 24, 5.61718225479126,3.7832577228546143, -0.9219309687614441, 0.0031149983406066895, 2.256035804748535e-05, 0.3472222222222222, -0.0017251968383789062
830, 1.6611489057540894, 24, -11.796391487121582,7.376191139221191, -2.6799793243408203, -0.04255715012550354, 0.0027575045824050903, 0.2916666666666667, -0.006453514099121094
840, 6.689085483551025, 24, -14.6922607421875,49.73640060424805, -4.881216526031494, 0.0461658239364624, 0.0028399378061294556, 0.22685185185185186, -0.008630752563476562
850, -0.9789106845855713, 24, -0.6044401526451111,0.25779202580451965, 0.4359648525714874, 0.0002003312110900879, 1.5795230865478516e-06, 0.18518518518518517, -0.09321069717407227
860, -0.7996482849121094, 24, -12.26831340789795,8.468626022338867, 3.4757542610168457, 0.0409584641456604, 0.0016912221908569336, 0.2152777777777778, -0.043572187423706055
870, -0.2305939942598343, 24, 6.057046890258789,20.18042755126953, -3.7056822776794434, -0.09518325328826904, 0.04660114645957947, 0.4861111111111111, -0.0017404556274414062
880, 1.4332027435302734, 24, -0.8827023506164551,15.192530632019043, -3.0110692977905273, 0.08628159761428833, 0.0168597549200058, 0.23148148148148148, 0.00012195110321044922
890, -1.8666871786117554, 24, 1.6581207513809204,25.614879608154297, 1.3147028684616089, 0.09022659063339233, 0.018943116068840027, 0.39814814814814814, 0.0023256540298461914
900, 4.593316555023193, 24, -0.6261608600616455,2.993767261505127, -1.9370278120040894, -0.03370511531829834, 0.001733243465423584, 0.35185185185185186, -0.005152344703674316
910, -6.409669876098633, 24, -6.798654079437256,1.8501845598220825, 1.556161880493164, 0.005162656307220459, 2.174079418182373e-05, 0.2175925925925926, 0.006406843662261963
920, 1.6785768270492554, 24, 5.224767208099365,47.625274658203125, -2.481724262237549, 0.029598474502563477, 0.0991901308298111, 0.5069444444444444, -0.0006045103073120117
930, 1.2028497457504272, 24, 3.673079490661621,0.6857714056968689, 1.01157546043396, 0.04379284381866455, 0.00645013153553009, 0.1388888888888889, -0.029785871505737305
940, 3.3201539516448975, 24, 3.008504629135132,0.34633344411849976, 0.701393723487854, 0.01960963010787964, 0.004131391644477844, 0.3148148148148148, -0.01591348648071289
950, 0.8151715397834778, 24, -0.7730758786201477,28.135601043701172, -1.0007776021957397, -0.10999494791030884, 0.09918414056301117, 0.49537037037037035, 0.001799941062927246
960, -1.9726041555404663, 24, 3.8837907314300537,1.1056935787200928, 1.2587566375732422, 0.059419214725494385, 0.006042987108230591, 0.18287037037037038, -0.041011691093444824
970, -6.508242130279541, 24, -11.398715019226074,8.383793830871582, -3.3505115509033203, 0.007258951663970947, 0.00023035705089569092, 0.13657407407407407, -0.0016006231307983398
980, 7.369360446929932, 24, -2.178025245666504,22.20897674560547, -5.995216369628906, -0.07939416170120239, 0.019668087363243103, 0.5208333333333334, -0.010786175727844238
990, 4.234342575073242, 24, -2.900952100753784,12.692134857177734, 2.304966926574707, -0.12849223613739014, 0.02158626914024353, 0.2986111111111111, -0.008379697799682617
1000, 0.3691800534725189, 24, 8.96484088897705,7.471742630004883, -3.0774946212768555, 0.000408172607421875, 1.1414289474487305e-05, 0.12731481481481483, -0.01301109790802002
1010, 4.6789960861206055, 24, -0.5458799600601196,34.802268981933594, -5.972195625305176, -0.13907796144485474, 0.045052409172058105, 0.37962962962962965, 0.0006382465362548828
1020, 1.5655103921890259, 24, -7.419475555419922,21.383773803710938, 0.11459114402532578, -0.12289285659790039, 0.03195297718048096, 0.5393518518518519, -0.01122903823852539
1030, 0.7873613238334656, 24, -9.885283470153809,0.15897279977798462, 0.5515571236610413, 0.0729140043258667, 0.005034357309341431, 0.3194444444444444, -0.01905059814453125
1040, -11.426612854003906, 24, 3.9010045528411865,267.7249450683594, 7.954720497131348, -0.23214787244796753, 0.27483588457107544, 0.3819444444444444, -0.013053297996520996
1050, 7.531938076019287, 24, 0.7822864055633545,37.35237121582031, -1.5849071741104126, -0.034676432609558105, 0.03975050151348114, 0.6828703703703703, 0.0016660690307617188
1060, 0.022120391950011253, 24, -2.1370179653167725,2.1111578941345215, 1.619771122932434, 0.14514362812042236, 0.011185035109519958, 0.26157407407407407, 0.002165853977203369
1070, 5.467151165008545, 24, 3.1423146724700928,0.7289050817489624, -0.9161535501480103, -0.014698624610900879, 0.0011200755834579468, 0.27546296296296297, -0.004324078559875488
1080, -2.0871660709381104, 24, -3.070497512817383,18.30198097229004, 0.29751408100128174, 0.16535019874572754, 0.03304949402809143, 0.20833333333333334, -0.0017483234405517578
1090, -0.5163487792015076, 24, -3.6302201747894287,12.811417579650879, 1.9705018997192383, -0.044997066259384155, 0.003770589828491211, 0.2337962962962963, -0.0012210607528686523
1100, 0.7608747482299805, 24, 3.9841244220733643,5.336328983306885, 1.954642415046692, 0.11299079656600952, 0.026996806263923645, 0.2824074074074074, -0.10323905944824219
1110, 3.219489812850952, 24, 8.667757987976074,4.180473804473877, 1.8949882984161377, 0.04749953746795654, 0.007301837205886841, 0.31712962962962965, -0.028744935989379883
1120, -5.803720951080322, 24, -2.4930050373077393,11.377830505371094, 2.6677262783050537, 0.09645932912826538, 0.28426772356033325, 0.5856481481481481, -0.006725907325744629
1130, -1.2309973239898682, 24, -3.514141082763672,30.999414443969727, -5.673779010772705, 0.08457183837890625, 0.01148611307144165, 0.3333333333333333, 0.0002537965774536133
1140, 6.645888805389404, 24, 12.523262023925781,37.88226318359375, -6.256682395935059, -0.2290763258934021, 0.14665375649929047, 0.25925925925925924, 0.002169668674468994
1150, -0.8794930577278137, 24, -11.132506370544434,0.4137083888053894, 0.3897501826286316, 0.07719308137893677, 0.006559893488883972, 0.24768518518518517, 0.009853780269622803
1160, 1.0227957963943481, 24, 3.3800525665283203,10.106118202209473, -2.648738384246826, -0.04293760657310486, 0.004634827375411987, 0.2916666666666667, -0.0010181665420532227
1170, -1.4944638013839722, 24, 7.5249481201171875,0.08389921486377716, -0.23008409142494202, 0.00853961706161499, 0.0006086826324462891, 0.25, -0.030203819274902344
1180, -1.360757827758789, 24, 1.4638272523880005,0.6079127788543701, -0.32255643606185913, -0.05617803335189819, 0.007375463843345642, 0.3263888888888889, -0.07191181182861328
1190, 1.7978051900863647, 24, -0.42575931549072266,0.43968358635902405, -0.9461120963096619, -0.0007186830043792725, 6.571412086486816e-06, 0.3680555555555556, 0.006502091884613037
1200, -2.4016456604003906, 24, -10.235132217407227,2.8469607830047607, -0.28761163353919983, 0.012769460678100586, 0.002257734537124634, 0.24768518518518517, -0.003990292549133301
1210, 2.5985729694366455, 24, -11.951836585998535,67.64629364013672, -3.3255534172058105, 0.07209432125091553, 0.010800480842590332, 0.3333333333333333, -0.0030024051666259766
1220, 2.8108272552490234, 24, 1.2064520120620728,8.262579917907715, 2.1058998107910156, 0.030293762683868408, 0.003400549292564392, 0.29398148148148145, 0.0027320384979248047
1230, 7.710973262786865, 24, 5.887355804443359,74.85160827636719, -10.269787788391113, -0.23895853757858276, 0.050365447998046875, 0.2523148148148148, 0.0014374852180480957
1240, 2.8062689304351807, 24, -6.141010761260986,5.009647369384766, -0.9697539806365967, 0.05484074354171753, 0.00390857458114624, 0.20601851851851852, -0.008122920989990234
1250, 5.245312213897705, 24, 0.9911694526672363,90.35273742675781, -12.049993515014648, -0.15680193901062012, 0.031684622168540955, 0.49537037037037035, 0.0012266039848327637
1260, 2.2650835514068604, 24, -3.5254554748535156,2.19222354888916, 1.896723985671997, 0.20972639322280884, 0.02965874969959259, 0.22453703703703703, -0.01416635513305664
1270, -10.494681358337402, 24, 3.6452038288116455,259.8792724609375, 7.589652061462402, 0.07758605480194092, 0.009289756417274475, 0.23842592592592593, -0.0020908117294311523
1280, -4.257970809936523, 24, -7.354109287261963,0.25269579887390137, -0.15103134512901306, -0.029062122106552124, 0.001318618655204773, 0.1597222222222222, 0.000423431396484375
1290, 2.4846718311309814, 24, 2.2135169506073,21.882875442504883, -4.243084907531738, -0.004434645175933838, 0.00014889240264892578, 0.17592592592592593, 0.004567086696624756
1300, 2.557631731033325, 24, -6.198869705200195,61.170074462890625, 0.034382838755846024, -0.04445838928222656, 0.015301302075386047, 0.3611111111111111, 0.0007762908935546875
1310, -8.583760261535645, 24, -0.005715528968721628,0.23567207157611847, 0.506085991859436, 0.005200445652008057, 0.0031794458627700806, 0.25, 0.01581674814224243
1320, 0.9106259346008301, 24, 3.492332696914673,170.62374877929688, -10.338115692138672, -0.022507786750793457, 0.0006455481052398682, 0.32407407407407407, -0.0005578994750976562
1330, 0.29795876145362854, 24, 8.214813232421875,2.8445777893066406, 0.9686139822006226, 0.05162900686264038, 0.003923371434211731, 0.19675925925925927, -0.007744789123535156
1340, 0.5322591662406921, 24, -0.313215970993042,23.040346145629883, 4.412138938903809, 0.16120195388793945, 0.013145431876182556, 0.2847222222222222, 0.001655280590057373
1350, -2.452610731124878, 24, 0.5755159854888916,16.65836524963379, -2.5319995880126953, -0.11285364627838135, 0.014553189277648926, 0.32407407407407407, -0.01851797103881836
1360, -3.8971738815307617, 24, 12.57051944732666,6.368144989013672, -1.176551342010498, 0.005109548568725586, 0.00015547871589660645, 0.09259259259259259, -0.0019083023071289062
1370, 3.2391512393951416, 24, 4.68691349029541,36.67060470581055, -4.542130470275879, 0.044592440128326416, 0.003747224807739258, 0.27314814814814814, -0.003332972526550293
1380, -2.0034215450286865, 24, 6.691883087158203,0.492961585521698, 0.9585714340209961, 0.039261043071746826, 0.001779600977897644, 0.1111111111111111, 0.00488126277923584
1390, 1.9250861406326294, 24, 4.270569801330566,0.1090979278087616, -0.5207415819168091, -0.013264954090118408, 0.00030650198459625244, 0.16898148148148148, 0.009882867336273193
1400, 5.510368347167969, 24, 7.491222381591797,42.470008850097656, -7.049754619598389, -0.012014985084533691, 0.0005700290203094482, 0.26851851851851855, -0.00011444091796875
1410, -7.9032111167907715, 24, -16.02204704284668,3.9035377502441406, 2.3922736644744873, 0.11859291791915894, 0.01455119252204895, 0.16435185185185186, 0.003056168556213379
1420, -7.7922587394714355, 24, 1.261720061302185,0.13708290457725525, 0.5835219621658325, 0.03697657585144043, 0.002646729350090027, 0.2199074074074074, 0.001429140567779541
1430, 6.223512649536133, 24, 3.26761531829834,164.57162475585938, -4.806898593902588, -0.17045223712921143, 0.0448790043592453, 0.3287037037037037, -0.000621795654296875
1440, 1.7797211408615112, 24, 5.436073303222656,6.439533233642578, 1.6184791326522827, 0.26148658990859985, 0.1979171186685562, 0.32407407407407407, 0.003307163715362549
1450, 8.369534492492676, 24, 3.347296714782715,5.657678604125977, 1.3556127548217773, -0.05039113759994507, 0.002425253391265869, 0.14583333333333334, 4.225969314575195e-05
1460, 6.228016376495361, 24, -0.057372886687517166,36.59717559814453, -1.437443494796753, 0.1941087245941162, 0.04284250736236572, 0.2777777777777778, 0.009681940078735352
1470, 0.8377528786659241, 24, 11.034210205078125,0.3284243941307068, -0.03777711093425751, 0.0784561038017273, 0.004980519413948059, 0.30092592592592593, -0.0278245210647583
1480, 5.347341537475586, 24, -5.208319187164307,53.37727737426758, -7.8923492431640625, -0.05757802724838257, 0.00361672043800354, 0.30324074074074076, 0.0010356307029724121
1490, -14.58422565460205, 24, 4.899211406707764,22.597383499145508, -3.2380642890930176, 0.2469661831855774, 0.04763515293598175, 0.38425925925925924, -0.0022798776626586914
1500, -1.2270821332931519, 24, 6.95902681350708,5.960514545440674, -1.569196343421936, 0.2093023657798767, 0.06575572490692139, 0.07407407407407407, 0.0032289624214172363
1510, 0.776179313659668, 24, 3.784482955932617,0.21181541681289673, 0.6002569198608398, 0.017028391361236572, 0.0010548532009124756, 0.020833333333333332, 0.000517427921295166
1520, -6.802760601043701, 24, -21.12693977355957,336.162353515625, 18.937061309814453, 1.1088743209838867, 0.8333882093429565, 0.24074074074074073, 0.0018368959426879883
1530, -4.925559043884277, 24, -5.801904201507568,91.65946960449219, 6.6902265548706055, -0.00684964656829834, 0.0001509934663772583, 0.0787037037037037, 0.00290071964263916
1540, 0.3295533359050751, 24, 1.2704124450683594,1.5147130489349365, -0.5372733473777771, -0.005967378616333008, 0.00012658536434173584, 0.22916666666666666, 0.005489706993103027
1550, -0.11117664724588394, 24, -0.8474583029747009,0.8117332458496094, -1.119645595550537, -0.0687110424041748, 0.008603706955909729, 0.18055555555555555, -0.03533530235290527
1560, 1.8404735326766968, 24, 10.000479698181152,31.955087661743164, -3.9927332401275635, 0.013848841190338135, 0.019733652472496033, 0.38425925925925924, -0.020319461822509766
1570, 2.122786283493042, 24, 7.616990566253662,0.2967263162136078, -0.6913988590240479, -0.0017988085746765137, 2.175569534301758e-06, 0.1712962962962963, -0.004116415977478027
1580, 1.5047883987426758, 24, 6.720649242401123,0.8256327509880066, 1.138075590133667, 0.03907829523086548, 0.00247742235660553, 0.12268518518518519, -0.002210855484008789
1590, 1.6875377893447876, 24, 3.1281416416168213,1.9209462404251099, 1.6055078506469727, 0.04283547401428223, 0.002954825758934021, 0.27546296296296297, -0.0557408332824707
1600, 3.932138442993164, 24, -9.627394676208496,5.57737398147583, 2.4345176219940186, 0.09568870067596436, 0.008681505918502808, 0.48148148148148145, -0.05131351947784424
1610, -1.1113554239273071, 24, -5.480453968048096,2.1319470405578613, 1.958775281906128, 0.04571068286895752, 0.0017959624528884888, 0.2013888888888889, -0.006659865379333496
1620, 1.5486756563186646, 24, 4.898802280426025,11.829639434814453, 1.0180808305740356, 0.11097753047943115, 0.01062186062335968, 0.25, -0.018083930015563965
1630, -3.2705814838409424, 24, -4.881611347198486,42.78775405883789, 5.952617168426514, -0.03893423080444336, 0.011614114046096802, 0.3819444444444444, 0.0051236748695373535
1640, -19.54890251159668, 24, 4.339138507843018,70.91996002197266, 5.196498394012451, 0.07175195217132568, 0.012693405151367188, 0.33796296296296297, -0.003745555877685547
1650, 10.43896770477295, 24, 5.273606777191162,159.59814453125, -13.646682739257812, 0.05518519878387451, 0.007447943091392517, 0.2847222222222222, 0.001359701156616211
1660, 3.343701124191284, 24, -6.406396389007568,12.677098274230957, -2.7970778942108154, -0.05985015630722046, 0.0038632750511169434, 0.3726851851851852, 0.002200782299041748
